codigo_producto,nombre,descripcion_original,descripcion_mejorada,brand,alias_locales
2812,GRANA MIX CORAZON NEGRO-ROJO X 1 KG,"Decoración GRANA MIX CORAZON NEGRO-ROJO X 1 KG, marca DECORMAGIC, 1 KG.","Decoración para pastelería y helados: GRANA MIX CORAZON NEGRO-ROJO X 1 KG. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2685,GRANA MIX CORAZON SMILE BLANCO-CELESTE-ROSA X 1 KG,"Decoración GRANA MIX CORAZON SMILE BLANCO-CELESTE-ROSA X 1 KG, marca DECORMAGIC, 1 KG.","Decoración para pastelería y helados: GRANA MIX CORAZON SMILE BLANCO-CELESTE-ROSA X 1 KG. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2683,GRANA MIX ESTRELLA FIESTA X 1 KG,"Decoración GRANA MIX ESTRELLA FIESTA X 1 KG, marca DECORMAGIC, 1 KG.","Decoración para pastelería y helados: GRANA MIX ESTRELLA FIESTA X 1 KG. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2444,GRANA MIX ESTRELLA BLCO CELESTE LILA X 1 KG,"Decoración GRANA MIX ESTRELLA BLCO CELESTE LILA X 1 KG, marca DECORMAGIC, 1 KG.","Decoración para pastelería y helados: GRANA MIX ESTRELLA BLCO CELESTE LILA X 1 KG. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2757,GRANA MIX ESTRELLA NEGRO-ROJO X1 KG,"Decoración GRANA MIX ESTRELLA NEGRO-ROJO X1 KG, marca DECORMAGIC, 1 KG.","Decoración para pastelería y helados: GRANA MIX ESTRELLA NEGRO-ROJO X1 KG. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2446,GRANA MIX FIESTA X 1 KG,"Decoración GRANA MIX FIESTA X 1 KG, marca DECORMAGIC, 1 KG.","Decoración para pastelería y helados: GRANA MIX FIESTA X 1 KG. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2814,GRANA MIX FLOR NEGR-ROJO X 1 KG,"Decoración GRANA MIX FLOR NEGR-ROJO X 1 KG, marca DECORMAGIC, 1 KG.","Decoración para pastelería y helados: GRANA MIX FLOR NEGR-ROJO X 1 KG. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2455,GRANA STICK MIX BLANCO CELESTE X 900 GRS,"Decoración GRANA STICK MIX BLANCO CELESTE X 900 GRS, marca DECORMAGIC, 900 GRS.","Decoración para pastelería y helados: GRANA STICK MIX BLANCO CELESTE X 900 GRS. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2560,GRANA STICK MIX AMARILLO-AZUL X 900 GR,"Decoración GRANA STICK MIX AMARILLO-AZUL X 900 GR, marca DECORMAGIC, 900 GR.","Decoración para pastelería y helados: GRANA STICK MIX AMARILLO-AZUL X 900 GR. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2454,GRANA STICK MIX AZUL BLCO ROJO X 900 GRS,"Decoración GRANA STICK MIX AZUL BLCO ROJO X 900 GRS, marca DECORMAGIC, 900 GRS.","Decoración para pastelería y helados: GRANA STICK MIX AZUL BLCO ROJO X 900 GRS. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2453,GRANA STICK MIX AZUL X 900 GRS,"Decoración GRANA STICK MIX AZUL X 900 GRS, marca DECORMAGIC, 900 GRS.","Decoración para pastelería y helados: GRANA STICK MIX AZUL X 900 GRS. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
2507,GRANA STICK MIX BLCO ROJO X 900 GRS,"Decoración GRANA STICK MIX BLCO ROJO X 900 GRS, marca DECORMAGIC, 900 GRS.","Decoración para pastelería y helados: GRANA STICK MIX BLCO ROJO X 900 GRS. Marca DECORMAGIC. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",DECORMAGIC,
1191,HUESITOS FRUTALES X 1 KG,"Decoración HUESITOS FRUTALES X 1 KG, marca PALMESANO, 1 KG.","Decoración para pastelería y helados: HUESITOS FRUTALES X 1 KG. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1192,HUESITOS FRUTALES X 14 KG/GRANEL,"Decoración HUESITOS FRUTALES X 14 KG/GRANEL, marca PALMESANO, 14 KG.","Decoración para pastelería y helados: HUESITOS FRUTALES X 14 KG/GRANEL. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1189,LENTEJAS DE CHOCOLATE SURTIDAS X 1 KG,"Decoración LENTEJAS DE CHOCOLATE SURTIDAS X 1 KG, marca PALMESANO, 1 KG.","Chocolate / cobertura: LENTEJAS DE CHOCOLATE SURTIDAS X 1 KG. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1188,LENTEJAS DE CHOCOLATE SURTIDAS X 10 KG/GRANEL,"Decoración LENTEJAS DE CHOCOLATE SURTIDAS X 10 KG/GRANEL, marca PALMESANO, 10 KG.","Chocolate / cobertura: LENTEJAS DE CHOCOLATE SURTIDAS X 10 KG/GRANEL. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1949,MERENGUE MED. BLANCO CAJA X 20 PAQ DE 100 GRS,"Decoración MERENGUE MED. BLANCO CAJA X 20 PAQ DE 100 GRS, marca GARCITAS, 100 GRS, x100 unidades.","Decoración para pastelería y helados: MERENGUE MED. BLANCO CAJA X 20 PAQ DE 100 GRS. Marca GARCITAS. Categoría: REPOSTERIA / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",GARCITAS,
1948,MERENGUE MED. BLANCO X 10 PAQ DE 100 GRS,"Decoración MERENGUE MED. BLANCO X 10 PAQ DE 100 GRS, marca GARCITAS, 100 GRS, x100 unidades.","Decoración para pastelería y helados: MERENGUE MED. BLANCO X 10 PAQ DE 100 GRS. Marca GARCITAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",GARCITAS,
1958,MERENGUE MED. BLANCO X CAJA 3 KG A GRANEL,"Decoración MERENGUE MED. BLANCO X CAJA 3 KG A GRANEL, marca GARCITAS, 3 KG.","Decoración para pastelería y helados: MERENGUE MED. BLANCO X CAJA 3 KG A GRANEL. Marca GARCITAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",GARCITAS,
2552,MICROCEREAL BLANCO X 1 KG,"Decoración MICROCEREAL BLANCO X 1 KG, marca MACK, 1 KG.","Decoración para pastelería y helados: MICROCEREAL BLANCO X 1 KG. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
2553,MICROCEREAL S/AMARGO X 1 KG,"Decoración MICROCEREAL S/AMARGO X 1 KG, marca MACK, 1 KG.","Decoración para pastelería y helados: MICROCEREAL S/AMARGO X 1 KG. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
2825,MICROGALLETITA BLANCA X 1 KILO,"Decoración MICROGALLETITA BLANCA X 1 KILO, marca MACK.","Decoración para pastelería y helados: MICROGALLETITA BLANCA X 1 KILO. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
2770,MICROGALLETITA BLANCA X5 KG,"Decoración MICROGALLETITA BLANCA X5 KG, marca MACK, 5 KG.","Decoración para pastelería y helados: MICROGALLETITA BLANCA X5 KG. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
1181,MICROGALLETITA MIXTA X 1 KG,"Decoración MICROGALLETITA MIXTA X 1 KG, marca MACK, 1 KG.","Decoración para pastelería y helados: MICROGALLETITA MIXTA X 1 KG. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
2283,MICROGALLETITA MIXTA X 5 KG,"Decoración MICROGALLETITA MIXTA X 5 KG, marca MACK, 5 KG.","Decoración para pastelería y helados: MICROGALLETITA MIXTA X 5 KG. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
2280,MICROGALLETITA S/A X 5 KG,"Decoración MICROGALLETITA S/A X 5 KG, marca MACK, 5 KG.","Decoración para pastelería y helados: MICROGALLETITA S/A X 5 KG. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
2687,MICROGALLETITA S/AMARGA X 1KG,"Decoración MICROGALLETITA S/AMARGA X 1KG, marca MACK, 1KG.","Decoración para pastelería y helados: MICROGALLETITA S/AMARGA X 1KG. Marca MACK. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MACK,
1185,MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X 11 KG/GRANEL,"Decoración MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X 11 KG/GRANEL, marca PALMESANO, 11 KG.","Chocolate / cobertura: MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X 11 KG/GRANEL. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1184,MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X KG,"Decoración MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X KG, marca PALMESANO.","Chocolate / cobertura: MINI LENTEJAS COLORES SURTIDOS DE CHOCOLATE X KG. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1951,MINI MERENGUITOS BLANCO X 12 PAQ,"Decoración MINI MERENGUITOS BLANCO X 12 PAQ, marca GARCITAS.","Decoración para pastelería y helados: MINI MERENGUITOS BLANCO X 12 PAQ. Marca GARCITAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",GARCITAS,
2901,MINI MERENGUITOS BLANCO X CAJA X 24 PAQ,"Decoración MINI MERENGUITOS BLANCO X CAJA X 24 PAQ, marca GARCITAS.","Decoración para pastelería y helados: MINI MERENGUITOS BLANCO X CAJA X 24 PAQ. Marca GARCITAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",GARCITAS,
1952,MINI MERENGUITOS COLOR X 12 PAQ,"Decoración MINI MERENGUITOS COLOR X 12 PAQ, marca GARCITAS.","Decoración para pastelería y helados: MINI MERENGUITOS COLOR X 12 PAQ. Marca GARCITAS. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",GARCITAS,
2764,MINI OREO X 150 GR (3 U X 50 GRS),"Decoración MINI OREO X 150 GR (3 U X 50 GRS), marca MONDELEZ, 150 GR.","Decoración para pastelería y helados: MINI OREO X 150 GR (3 U X 50 GRS). Marca MONDELEZ. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MONDELEZ,
2924,OREO SIN GLUTEN X 95 GR,"Decoración OREO SIN GLUTEN X 95 GR, marca MONDELEZ, 95 GR.","Decoración para pastelería y helados: OREO SIN GLUTEN X 95 GR. Marca MONDELEZ. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MONDELEZ,
2122,PIEDRITA MINI FRUTAL COLOR X 14 KG/GRANEL,"Decoración PIEDRITA MINI FRUTAL COLOR X 14 KG/GRANEL, marca PALMESANO, 14 KG.","Decoración para pastelería y helados: PIEDRITA MINI FRUTAL COLOR X 14 KG/GRANEL. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1182,PIEDRITA MINI FRUTAL PALMESANO X 1 KG,"Decoración PIEDRITA MINI FRUTAL PALMESANO X 1 KG, 1 KG.","Decoración para pastelería y helados: PIEDRITA MINI FRUTAL PALMESANO X 1 KG. Marca PALMESANO. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",PALMESANO,
1984,PITILLOS A GRANEL X 3 KG,"Decoración PITILLOS A GRANEL X 3 KG, marca BRURIN, 3 KG.","Decoración para pastelería y helados: PITILLOS A GRANEL X 3 KG. Marca BRURIN. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",BRURIN,
2693,TRIPACK OREO REGULAR X 354 GR,"Decoración TRIPACK OREO REGULAR X 354 GR, marca MONDELEZ, 354 GR.","Decoración para pastelería y helados: TRIPACK OREO REGULAR X 354 GR. Marca MONDELEZ. Categoría: DECORACIÓN / GRANAS,CONFITES,GOLOSINAS P/DECORAR. Venta mayorista para heladerías y pastelerías.",MONDELEZ,
1330,"ALMENDRADO GB020 X 7,5 KG","Insumo para helados ALMENDRADO GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: ALMENDRADO GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1395,AMARILLO HE. X 1 LT,"Insumo para helados AMARILLO HE. X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: AMARILLO HE. X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1396,AZUL HE. X 1 LT,"Insumo para helados AZUL HE. X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: AZUL HE. X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1363,BANANA GB020 X 3 KG,"Insumo para helados BANANA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: BANANA GB020 X 3 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1331,"BANANA GB020 X 7,5 KG","Insumo para helados BANANA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: BANANA GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1263,BAÑO BOMBON INDUS BLANCO 2111 X 10 KG,"Insumo para helados BAÑO BOMBON INDUS BLANCO 2111 X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: BAÑO BOMBON INDUS BLANCO 2111 X 10 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
2863,BAÑO BOMBON SUPERLAY LECHE X 10 KG,"Insumo para helados BAÑO BOMBON SUPERLAY LECHE X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: BAÑO BOMBON SUPERLAY LECHE X 10 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
2864,BAÑO BOMBON SUPERLAY S/A X 10 KG,"Insumo para helados BAÑO BOMBON SUPERLAY S/A X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: BAÑO BOMBON SUPERLAY S/A X 10 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
1353,"BASE BLANCA UNIVERSAL GB020 X 7,5 KG","Insumo para helados BASE BLANCA UNIVERSAL GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: BASE BLANCA UNIVERSAL GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1332,"CEREZA GB020 X 7,5 KG","Insumo para helados CEREZA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CEREZA GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1333,"CHANTILLY GB020 X 7,5 KG","Insumo para helados CHANTILLY GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CHANTILLY GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1411,CHANTILLY ZQ 2160 ESENCIA X 1 LT,"Insumo para helados CHANTILLY ZQ 2160 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: CHANTILLY ZQ 2160 ESENCIA X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1334,CHOCOLATE GB020 X 5 KG,"Insumo para helados CHOCOLATE GB020 X 5 KG, marca BRIGEL, 5 KG.",Chocolate / cobertura: CHOCOLATE GB020 X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1302,CHOCOLATE MOUSSE P/HELADOS X 5 KG,"Insumo para helados CHOCOLATE MOUSSE P/HELADOS X 5 KG, marca BRIGEL, 5 KG.",Chocolate / cobertura: CHOCOLATE MOUSSE P/HELADOS X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2866,COBBL PARA BAÑAR BLANCA X 10 KG (2511),"Insumo para helados COBBL PARA BAÑAR BLANCA X 10 KG (2511), marca MAPSA, 10 KG.",Chocolate / cobertura: COBBL PARA BAÑAR BLANCA X 10 KG (2511). Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
2867,COBSA PARA BAÑAR SEMIAMARGA X 10 KG (2512),"Insumo para helados COBSA PARA BAÑAR SEMIAMARGA X 10 KG (2512), marca MAPSA, 10 KG.",Chocolate / cobertura: COBSA PARA BAÑAR SEMIAMARGA X 10 KG (2512). Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
1335,"COCO GB020 X 7,5 KG","Insumo para helados COCO GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: COCO GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1723,COMPLEMENTO ACIDO (750-2) X 1 LITRO,"Insumo para helados COMPLEMENTO ACIDO (750-2) X 1 LITRO, marca GHELCO.",Insumo para preparar helados: COMPLEMENTO ACIDO (750-2) X 1 LITRO. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1322,COMPLEMENTO ACIDO EN POLVO X 800 GRS,"Insumo para helados COMPLEMENTO ACIDO EN POLVO X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: COMPLEMENTO ACIDO EN POLVO X 800 GRS. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1336,"CREMA CELESTE GB020 X 7,5 KG","Insumo para helados CREMA CELESTE GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CREMA CELESTE GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1338,"CREMA RUSA GB020 X 7,5 KG","Insumo para helados CREMA RUSA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: CREMA RUSA GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1711,DULCE DE LECHE HELADERO LA AGUSTINA X 10 KG (COD7002),"Insumo para helados DULCE DE LECHE HELADERO LA AGUSTINA X 10 KG (COD7002), 10 KG.",Insumo para preparar helados: DULCE DE LECHE HELADERO LA AGUSTINA X 10 KG (COD7002). Marca LA AGUSTINA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,LA AGUSTINA,
1303,DULCE DE LECHE MOUSSE P/ HELADOS X 5 KG,"Insumo para helados DULCE DE LECHE MOUSSE P/ HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: DULCE DE LECHE MOUSSE P/ HELADOS X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2935,DULCE DE LECHE P/SEMBRAR MATINAL X 10 KG (CO2012),"Insumo para helados DULCE DE LECHE P/SEMBRAR MATINAL X 10 KG (CO2012), marca LA AGUSTINA, 10 KG.",Insumo para preparar helados: DULCE DE LECHE P/SEMBRAR MATINAL X 10 KG (CO2012). Marca LA AGUSTINA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,LA AGUSTINA,
1349,DURAZNO AL AGUA GB020 X 3 KG,"Insumo para helados DURAZNO AL AGUA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: DURAZNO AL AGUA GB020 X 3 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1371,DURAZNO CREMA GB020 X 3 KG,"Insumo para helados DURAZNO CREMA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: DURAZNO CREMA GB020 X 3 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1819,"EST PISTACHO GB020 X 7,5 KG","Insumo para helados EST PISTACHO GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: EST PISTACHO GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
2877,"EST, NEUTRO COMUN (7600-9) X 7.5 KG","Insumo para helados EST, NEUTRO COMUN (7600-9) X 7.5 KG, marca GHELCO, 7.5 KG.","Insumo para preparar helados: EST, NEUTRO COMUN (7600-9) X 7.5 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",GHELCO,
1751,EST. ALMENDRADO S/PEDACITOS 2000 ( 2253-9 ) X 6 KG,"Insumo para helados EST. ALMENDRADO S/PEDACITOS 2000 ( 2253-9 ) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. ALMENDRADO S/PEDACITOS 2000 ( 2253-9 ) X 6 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1750,EST. CHANTILLY 2000 (2201-9) X 6 KG,"Insumo para helados EST. CHANTILLY 2000 (2201-9) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. CHANTILLY 2000 (2201-9) X 6 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1753,EST. CHOCOLATE BLANCO 2000 (2285-9) X 5.800 KG,"Insumo para helados EST. CHOCOLATE BLANCO 2000 (2285-9) X 5.800 KG, marca GHELCO, 5.800 KG.",Chocolate / cobertura: EST. CHOCOLATE BLANCO 2000 (2285-9) X 5.800 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1807,EST. COCO 2000 ( 2421-9 ) X 6 KG,"Insumo para helados EST. COCO 2000 ( 2421-9 ) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. COCO 2000 ( 2421-9 ) X 6 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1755,EST. CREMA RUSA 2000 (2255-9 ) X 6 KG,"Insumo para helados EST. CREMA RUSA 2000 (2255-9 ) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: EST. CREMA RUSA 2000 (2255-9 ) X 6 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
2249,EST. NEUTRO CON EMULSIONANTE ( 7650-9 ) 7 KG,"Insumo para helados EST. NEUTRO CON EMULSIONANTE ( 7650-9 ) 7 KG, marca GHELCO, 7 KG.",Insumo para preparar helados: EST. NEUTRO CON EMULSIONANTE ( 7650-9 ) 7 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
