pedido_ref,mes,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,line_total,cantidad_lineas_origen,is_mock
ERP-MAYO-90010,mayo,90010,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,2,false
ERP-MAYO-90010,mayo,90010,299,CITRUS 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90010,mayo,90010,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,2,false
ERP-MAYO-90010,mayo,90010,301,POMELO BLANCO 3 lts. X 6 MANAOS,5.0,8925.62,44628.10,2,false
ERP-MAYO-90010,mayo,90010,315,SODA SIFON 2 lts. X6 MANAOS,1.0,8669.42,8669.42,1,false
ERP-MAYO-90010,mayo,90010,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,2.0,9446.28,18892.56,2,false
ERP-MAYO-90010,mayo,90010,338,POMELO ROSADO 2.25 LTS. X 6 MANAOS,2.0,9371.90,18743.80,2,false
ERP-MAYO-90010,mayo,90010,375,LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90010,mayo,90010,472,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,1.0,9446.28,9446.28,1,false
ERP-MAYO-90031,mayo,90031,295,COLA 3 lts. X 6  MANAOS,20.0,7768.60,155372.00,1,false
ERP-MAYO-90031,mayo,90031,296,LIMA LIMON 3 LTS. X 6 MANAOS,5.0,7768.60,38843.00,1,false
ERP-MAYO-90031,mayo,90031,297,NARANJA 3 lts. X 6 MANAOS,10.0,7768.60,77686.00,1,false
ERP-MAYO-90031,mayo,90031,300,MANZANA 3 lts. X 6  MANAOS,10.0,7768.60,77686.00,1,false
ERP-MAYO-90031,mayo,90031,301,POMELO BLANCO 3 lts. X 6 MANAOS,15.0,7768.60,116529.00,1,false
ERP-MAYO-90031,mayo,90031,315,SODA SIFON 2 lts. X6 MANAOS,3.0,8669.42,26008.26,1,false
ERP-MAYO-90034,mayo,90034,10164,CERVEZA PILSEN SAMBA LATA 6X473ML,200.0,5375.21,1075042.00,1,false
ERP-MAYO-90034,mayo,90034,10165,CERVEZA PILSEN CONTI ZERO GRAU 6X473 ML,200.0,6272.73,1254546.00,1,false
ERP-MAYO-90034,mayo,90034,10166,CERVEZA PURA MALTA SMITH 44 LATA 6X473 ML,90.0,8241.32,741718.80,1,false
ERP-MAYO-90034,mayo,90034,10167,CERVEZA PURA MALTA SMITH 44 BOTELLA 24X330 ML,20.0,37249.59,744991.80,1,false
ERP-MAYO-90034,mayo,90034,295,COLA 3 lts. X 6  MANAOS,726.0,7458.51,5414878.26,1,false
ERP-MAYO-90034,mayo,90034,297,NARANJA 3 lts. X 6 MANAOS,243.0,7427.81,1804957.83,1,false
ERP-MAYO-90034,mayo,90034,300,MANZANA 3 lts. X 6  MANAOS,121.0,7458.51,902479.71,1,false
ERP-MAYO-90034,mayo,90034,301,POMELO BLANCO 3 lts. X 6 MANAOS,240.0,7520.66,1804958.40,1,false
ERP-MAYO-90034,mayo,90034,315,SODA SIFON 2 lts. X6 MANAOS,75.0,8235.95,617696.25,1,false
ERP-MAYO-90034,mayo,90034,395,GRANADINA 3 LTS X6 MANAOS,60.0,7520.66,451239.60,1,false
ERP-MAYO-90039,mayo,90039,295,COLA 3 lts. X 6  MANAOS,70.0,7768.60,543802.00,1,false
ERP-MAYO-90039,mayo,90039,296,LIMA LIMON 3 LTS. X 6 MANAOS,20.0,7768.60,155372.00,1,false
ERP-MAYO-90039,mayo,90039,297,NARANJA 3 lts. X 6 MANAOS,20.0,7768.60,155372.00,1,false
ERP-MAYO-90039,mayo,90039,300,MANZANA 3 lts. X 6  MANAOS,40.0,7768.60,310744.00,1,false
ERP-MAYO-90039,mayo,90039,301,POMELO BLANCO 3 lts. X 6 MANAOS,30.0,7768.60,233058.00,1,false
ERP-MAYO-90039,mayo,90039,312,PERA 1.5 lts. X6 PLACER,5.0,5872.73,29363.65,1,false
ERP-MAYO-90039,mayo,90039,314,MULTIFRUTA 1.5 lts. X6 PLACER,5.0,5872.73,29363.65,1,false
ERP-MAYO-90043,mayo,90043,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90043,mayo,90043,299,CITRUS 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90043,mayo,90043,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90043,mayo,90043,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90047,mayo,90047,295,COLA 3 lts. X 6  MANAOS,4.0,0.00,0.00,1,false
ERP-MAYO-90047,mayo,90047,297,NARANJA 3 lts. X 6 MANAOS,3.0,0.00,0.00,1,false
ERP-MAYO-90047,mayo,90047,315,SODA SIFON 2 lts. X6 MANAOS,1.0,0.00,0.00,1,false
ERP-MAYO-901,mayo,901,10134,VALENCIANO CHIPS 1X150 GRS,28.0,644.63,18049.64,1,false
ERP-MAYO-901,mayo,901,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-901,mayo,901,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-901,mayo,901,315,SODA SIFON 2 lts. X6 MANAOS,2.0,8669.42,17338.84,1,false
ERP-MAYO-90111,mayo,90111,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90111,mayo,90111,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90111,mayo,90111,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90111,mayo,90111,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-90111,mayo,90111,315,SODA SIFON 2 lts. X6 MANAOS,2.0,8669.42,17338.84,1,false
ERP-MAYO-90112,mayo,90112,10049,CRUNCHIPS DDL 1X132GRS GAONA,70.0,1008.26,70578.20,1,false
ERP-MAYO-90112,mayo,90112,10051,CRUNCHIPS COLORES 1X132GRS GAONA,105.0,1008.26,105867.30,1,false
ERP-MAYO-90112,mayo,90112,10052,CRUNCHIPS MANI 1X132GRS GAONA,35.0,1008.26,35289.10,1,false
ERP-MAYO-90112,mayo,90112,10053,CRUNCHIPS 1X132GRS GAONA,105.0,1008.26,105867.30,1,false
ERP-MAYO-90112,mayo,90112,10054,CRUNCHIPS DARK 1X132GRS GAONA,35.0,1008.26,35289.10,1,false
ERP-MAYO-90112,mayo,90112,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,35.0,1008.26,35289.10,1,false
ERP-MAYO-90112,mayo,90112,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,35.0,1008.26,35289.10,1,false
ERP-MAYO-90112,mayo,90112,10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,35.0,1008.26,35289.10,1,false
ERP-MAYO-90112,mayo,90112,10061,SABORES DE LA VIDA AVENA/MIEL 1X160GRS GAONA,35.0,1008.26,35289.10,1,false
ERP-MAYO-90112,mayo,90112,10069,CUBICUB DUO FRUTILLA C/CREMA 1X100GRS GAONA,10.0,785.12,7851.20,1,false
ERP-MAYO-90112,mayo,90112,10071,CUBICUB LEMON PIE 1X100GRS GAONA,10.0,785.12,7851.20,1,false
ERP-MAYO-90112,mayo,90112,10072,CUBICUB ORIGINAL (AVELLANA) 1X100GRS GAONA,10.0,785.12,7851.20,1,false
ERP-MAYO-90112,mayo,90112,10073,CUBICUB VAINILLA 1X100GRS GAONA,10.0,785.12,7851.20,1,false
ERP-MAYO-90112,mayo,90112,10074,CUBICUB VOLCAN DE CHOCOLATE 1X100GRS GAONA,10.0,785.12,7851.20,1,false
ERP-MAYO-90112,mayo,90112,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,140.0,685.95,96033.00,1,false
ERP-MAYO-90112,mayo,90112,10078,SINFONIA LIMON 1X100GRS GAONA,140.0,685.95,96033.00,1,false
ERP-MAYO-90112,mayo,90112,10079,SINFONIA CHOCOLATE 1X100GRS GAONA,84.0,685.95,57619.80,1,false
ERP-MAYO-90112,mayo,90112,10082,SINFONIA DUO DOS CHOCOLATES 1X100GRS GAONA,112.0,685.95,76826.40,1,false
ERP-MAYO-90112,mayo,90112,10083,SINFONIA NARANJA/CHOCOLATE 1X100GRS GAONA,84.0,685.95,57619.80,1,false
ERP-MAYO-90112,mayo,90112,10084,SINFONIA COCO Y DDL 1X100GRS GAONA,28.0,685.95,19206.60,1,false
ERP-MAYO-90112,mayo,90112,10089,SINFONIA FRUTILLA 1X50GRS GAONA,84.0,413.22,34710.48,1,false
ERP-MAYO-90112,mayo,90112,10093,SINFONIA BLACK 1X100GRS GAONA,140.0,685.95,96033.00,1,false
ERP-MAYO-90112,mayo,90112,10094,SINFONIA DDL 1X100GRS GAONA,84.0,685.95,57619.80,1,false
ERP-MAYO-90112,mayo,90112,10095,MAGDALENA BICOLOR 1X200GRS GAONA,10.0,1528.93,15289.30,1,false
ERP-MAYO-90112,mayo,90112,10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,10.0,1528.93,15289.30,1,false
ERP-MAYO-90112,mayo,90112,10097,MAGDALENA (CLASICA) VAINILLA 1X200GRS GAONA,10.0,1528.93,15289.30,1,false
ERP-MAYO-90112,mayo,90112,10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,20.0,1528.93,30578.60,1,false
ERP-MAYO-90112,mayo,90112,10099,MAGDALENA FIESTA CHOCO 1X200GRS GAONA,10.0,1528.93,15289.30,1,false
ERP-MAYO-90112,mayo,90112,10100,MAGDALENA FIESTA VAINILLA 1X200GRS GAONA,10.0,1528.93,15289.30,1,false
ERP-MAYO-90112,mayo,90112,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,40.0,1528.93,61157.20,1,false
ERP-MAYO-90112,mayo,90112,10105,MAGDALENA VAINILLA RELL. DDL 1X200GRS GAONA,50.0,1528.93,76446.50,1,false
ERP-MAYO-90112,mayo,90112,10106,MAGDALENA VAINILLA RELL. CHOCOLATE 1X200GRS GAONA,10.0,1528.93,15289.30,1,false
ERP-MAYO-90112,mayo,90112,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,96.0,735.54,70611.84,1,false
ERP-MAYO-90112,mayo,90112,10110,BIZCOCHO SALADO 1X180GRS GAONA,96.0,735.54,70611.84,1,false
ERP-MAYO-90112,mayo,90112,10115,ANILLO COCO 1X220GRS GAONA,32.0,1099.17,35173.44,1,false
ERP-MAYO-90112,mayo,90112,10119,MASITA COCO 1X220GRS GAONA,32.0,1099.17,35173.44,1,false
ERP-MAYO-90112,mayo,90112,10122,PALMERITAS 1X200GRS GAONA,40.0,2000.00,80000.00,1,false
ERP-MAYO-90112,mayo,90112,10123,PEPA BATATA 1X300GRS GAONA,84.0,1198.35,100661.40,1,false
ERP-MAYO-90112,mayo,90112,10124,PEPA 1X300GRS GAONA,28.0,1198.35,33553.80,1,false
ERP-MAYO-90112,mayo,90112,10126,RECREO SURTIDO 1X300 GRS GAONA,28.0,1314.05,36793.40,1,false
ERP-MAYO-90112,mayo,90112,10129,ALAMESA TOSTADA DULCES 1X200GRS GAONA,12.0,1173.55,14082.60,1,false
ERP-MAYO-90112,mayo,90112,10130,ALAMESA TOSTADA LIGHT 1X200GRS GAONA,24.0,1173.55,28165.20,1,false
ERP-MAYO-90112,mayo,90112,10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,24.0,1570.25,37686.00,1,false
ERP-MAYO-90112,mayo,90112,10132,ALAMESA TOSTADAS DE ARROZ DULCES 1X150GRS GAONA,12.0,1570.25,18843.00,1,false
ERP-MAYO-90112,mayo,90112,10133,ALAMESA TOSTADAS DE ARROZ SIN SAL 1X150GRS GAONA,24.0,1570.25,37686.00,1,false
ERP-MAYO-90112,mayo,90112,10135,VALENCIANO PEPAS 1X150GRS,84.0,644.63,54148.92,1,false
ERP-MAYO-90112,mayo,90112,10138,VALENCIANO SURTIDO 1X150GRS,28.0,644.63,18049.64,1,false
ERP-MAYO-90112,mayo,90112,10146,CUBICUB DOS CHOCOLATES 1X100 GR GAONA,10.0,785.12,7851.20,1,false
ERP-MAYO-90114,mayo,90114,296,LIMA LIMON 3 LTS. X 6 MANAOS,60.0,7603.31,456198.60,1,false
ERP-MAYO-90114,mayo,90114,297,NARANJA 3 lts. X 6 MANAOS,120.0,7603.31,912397.20,1,false
ERP-MAYO-90114,mayo,90114,300,MANZANA 3 lts. X 6  MANAOS,60.0,7603.31,456198.60,1,false
ERP-MAYO-90114,mayo,90114,424,PACK SURTIDO 3 LTS MANAOS,1.0,0.00,0.00,1,false
ERP-MAYO-90128,mayo,90128,315,SODA SIFON 2 lts. X6 MANAOS,38.0,8669.42,329437.96,1,false
ERP-MAYO-90134,mayo,90134,317,AGUA c/ GAS 600ml X12 VILLA MANAOS,1.0,4900.83,4900.83,1,false
ERP-MAYO-91,mayo,91,10048,CRUNCHIPS MINI 1X70GRS GAONA,10.0,578.51,5785.10,1,false
ERP-MAYO-91,mayo,91,10113,CHIPS DDL 1X200GRS GAONA,4.0,1198.35,4793.40,1,false
ERP-MAYO-91,mayo,91,10168,ATUN BAHIA DESMENUZADO AL ACEITE 170G,4.0,1280.99,5123.96,1,false
ERP-MAYO-91,mayo,91,10169,LOMITO DE ATUN AL NATURAL BAHIA 170G,1.0,2512.40,2512.40,1,false
ERP-MAYO-91,mayo,91,10170,LOMITO DE ATUN EN ACEITE Y AGUA BAHIA 170G,1.0,2512.40,2512.40,1,false
ERP-MAYO-91,mayo,91,229,ATUN BAHIA AL NAT. DESM. 170 GR,4.0,1280.99,5123.96,1,false
ERP-MAYO-91,mayo,91,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-91,mayo,91,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-91,mayo,91,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-91,mayo,91,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-911,mayo,911,10097,MAGDALENA (CLASICA) VAINILLA 1X200GRS GAONA,3.0,1528.93,4586.79,1,false
ERP-MAYO-911,mayo,911,10115,ANILLO COCO 1X220GRS GAONA,4.0,1099.18,4396.72,1,false
ERP-MAYO-911,mayo,911,295,COLA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-911,mayo,911,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-911,mayo,911,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-911,mayo,911,315,SODA SIFON 2 lts. X6 MANAOS,4.0,8669.42,34677.68,1,false
ERP-MAYO-920,mayo,920,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-920,mayo,920,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-929,mayo,929,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-929,mayo,929,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-929,mayo,929,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-929,mayo,929,300,MANZANA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-929,mayo,929,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-935,mayo,935,318,AGUA 2 lts. X6 VILLA MANAOS,2.0,4165.29,8330.58,1,false
ERP-MAYO-935,mayo,935,319,AGUA BIDON 6lts. VILLA MANAOS,2.0,1842.98,3685.96,1,false
ERP-MAYO-935,mayo,935,440,PAPAS FRITAS 5X90G OVNI,1.0,6669.42,6669.42,1,false
ERP-MAYO-935,mayo,935,441,PELOTITAS DE MAIZ 5X50G OVNI,1.0,1644.63,1644.63,1,false
ERP-MAYO-935,mayo,935,464,CONITOS GALACTICOS 1X180GR OVNI,15.0,3041.32,45619.80,1,false
ERP-MAYO-939,mayo,939,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-939,mayo,939,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-942,mayo,942,10049,CRUNCHIPS DDL 1X132GRS GAONA,4.0,1008.26,4033.04,1,false
ERP-MAYO-942,mayo,942,10051,CRUNCHIPS COLORES 1X132GRS GAONA,4.0,1008.26,4033.04,1,false
ERP-MAYO-942,mayo,942,10053,CRUNCHIPS 1X132GRS GAONA,4.0,1008.26,4033.04,1,false
ERP-MAYO-942,mayo,942,10054,CRUNCHIPS DARK 1X132GRS GAONA,4.0,1008.26,4033.04,1,false
ERP-MAYO-942,mayo,942,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,5.0,1008.26,5041.30,1,false
ERP-MAYO-942,mayo,942,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,5.0,1008.26,5041.30,1,false
ERP-MAYO-942,mayo,942,293,MANZANA 2.25 LTS. X 6  MANAOS,1.0,7214.88,7214.88,1,false
ERP-MAYO-942,mayo,942,435,MANI SALADO 5X160G OVNI,1.0,4785.12,4785.12,1,false
ERP-MAYO-942,mayo,942,440,PAPAS FRITAS 5X90G OVNI,2.0,6669.42,13338.84,1,false
ERP-MAYO-942,mayo,942,6,BARRAS DE CEREAL ORIGINAL GAONA 15X23 GR,1.0,9785.12,9785.12,1,false
ERP-MAYO-949,mayo,949,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-949,mayo,949,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-949,mayo,949,300,MANZANA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-949,mayo,949,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-949,mayo,949,356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,3.0,3644.63,10933.89,1,false
ERP-MAYO-951,mayo,951,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-953,mayo,953,318,AGUA 2 lts. X6 VILLA MANAOS,8.0,4165.29,33322.32,1,false
ERP-MAYO-959,mayo,959,10053,CRUNCHIPS 1X132GRS GAONA,5.0,1008.26,5041.30,1,false
ERP-MAYO-959,mayo,959,10135,VALENCIANO PEPAS 1X150GRS,5.0,644.63,3223.15,1,false
ERP-MAYO-959,mayo,959,10137,VALENCIANO MASITA VAINILLA 1X150GR,5.0,644.63,3223.15,1,false
ERP-MAYO-959,mayo,959,10138,VALENCIANO SURTIDO 1X150GRS,5.0,644.63,3223.15,1,false
ERP-MAYO-959,mayo,959,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-959,mayo,959,301,POMELO BLANCO 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-960,mayo,960,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-960,mayo,960,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-960,mayo,960,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-961,mayo,961,295,COLA 3 lts. X 6  MANAOS,12.0,8925.62,107107.44,1,false
ERP-MAYO-961,mayo,961,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-961,mayo,961,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-961,mayo,961,301,POMELO BLANCO 3 lts. X 6 MANAOS,7.0,8925.62,62479.34,1,false
ERP-MAYO-963,mayo,963,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,3.0,685.95,2057.85,1,false
ERP-MAYO-963,mayo,963,10079,SINFONIA CHOCOLATE 1X100GRS GAONA,3.0,685.95,2057.85,1,false
ERP-MAYO-963,mayo,963,10083,SINFONIA NARANJA/CHOCOLATE 1X100GRS GAONA,3.0,685.95,2057.85,1,false
ERP-MAYO-963,mayo,963,10084,SINFONIA COCO Y DDL 1X100GRS GAONA,3.0,685.95,2057.85,1,false
ERP-MAYO-963,mayo,963,295,COLA 3 lts. X 6  MANAOS,4.0,8925.62,35702.48,1,false
ERP-MAYO-963,mayo,963,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-963,mayo,963,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-963,mayo,963,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-966,mayo,966,10097,MAGDALENA (CLASICA) VAINILLA 1X200GRS GAONA,5.0,1528.93,7644.65,1,false
ERP-MAYO-966,mayo,966,10107,MINI BUDINES VAINILLA 1X180GRS GAONA,4.0,1528.92,6115.68,1,false
ERP-MAYO-966,mayo,966,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-966,mayo,966,296,LIMA LIMON 3 LTS. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-966,mayo,966,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-966,mayo,966,301,POMELO BLANCO 3 lts. X 6 MANAOS,5.0,8925.62,44628.10,1,false
ERP-MAYO-969,mayo,969,281,COLA 600ml X 12 MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-969,mayo,969,284,POMELO BLANCO 600ml X 12  MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-969,mayo,969,316,AGUA 600ml X12 VILLA MANAOS,1.0,4917.36,4917.36,1,false
ERP-MAYO-969,mayo,969,318,AGUA 2 lts. X6 VILLA MANAOS,2.0,4165.29,8330.58,1,false
ERP-MAYO-969,mayo,969,319,AGUA BIDON 6lts. VILLA MANAOS,9.0,1842.98,16586.82,1,false
ERP-MAYO-971,mayo,971,10032,MEZC. HIERBAS HURLINGHAM X25 SAQ. S/S,1.0,628.10,628.10,1,false
ERP-MAYO-971,mayo,971,10047,POMELO ROSADO 1.5 LTS X6 PLACER,2.0,6181.82,12363.64,1,false
ERP-MAYO-971,mayo,971,10140,COLA 1.5 LTS X 6 MANAOS,5.0,6404.96,32024.80,1,false
ERP-MAYO-971,mayo,971,10160,POMELO ROSADO 500 ML PLACER,3.0,6504.13,19512.39,1,false
ERP-MAYO-971,mayo,971,281,COLA 600ml X 12 MANAOS,3.0,7735.54,23206.62,1,false
ERP-MAYO-971,mayo,971,283,NARANJA 600ml X 12 MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-971,mayo,971,284,POMELO BLANCO 600ml X 12  MANAOS,2.0,7735.54,15471.08,1,false
ERP-MAYO-971,mayo,971,295,COLA 3 lts. X 6  MANAOS,5.0,8925.62,44628.10,1,false
ERP-MAYO-971,mayo,971,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-971,mayo,971,302,GUARANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-971,mayo,971,305,MANZANA 500ml X12 PLACER,2.0,6504.13,13008.26,1,false
ERP-MAYO-971,mayo,971,307,ANANA 500ml X12 PLACER,1.0,6504.13,6504.13,1,false
ERP-MAYO-971,mayo,971,316,AGUA 600ml X12 VILLA MANAOS,1.0,4917.36,4917.36,1,false
ERP-MAYO-971,mayo,971,322,MULTIFRUTA 1 LITRO X8 PINDAPOY,1.0,12024.79,12024.79,1,false
ERP-MAYO-971,mayo,971,379,DURAZNO 200 CC X18 PINDAPOY,1.0,7719.01,7719.01,1,false
ERP-MAYO-972,mayo,972,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-972,mayo,972,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-980,mayo,980,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-984,mayo,984,10009,MAYONESA NATURA 20X125GR,1.0,12809.92,12809.92,1,false
ERP-MAYO-984,mayo,984,10042,MANAOS LATA NARANJA  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MAYO-984,mayo,984,10130,ALAMESA TOSTADA LIGHT 1X200GRS GAONA,5.0,1173.55,5867.75,1,false
ERP-MAYO-984,mayo,984,10140,COLA 1.5 LTS X 6 MANAOS,1.0,6404.96,6404.96,1,false
ERP-MAYO-984,mayo,984,10164,CERVEZA PILSEN SAMBA LATA 6X473ML,2.0,5991.74,11983.48,1,false
ERP-MAYO-984,mayo,984,281,COLA 600ml X 12 MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-984,mayo,984,295,COLA 3 lts. X 6  MANAOS,5.0,8925.62,44628.10,2,false
ERP-MAYO-984,mayo,984,303,NARANJA 500ml X12 PLACER,1.0,6504.13,6504.13,1,false
ERP-MAYO-984,mayo,984,306,PERA 500ml X12 PLACER,1.0,6504.13,6504.13,1,false
ERP-MAYO-984,mayo,984,310,POMELO 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-984,mayo,984,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-984,mayo,984,318,AGUA 2 lts. X6 VILLA MANAOS,26.0,4165.29,108297.54,2,false
ERP-MAYO-984,mayo,984,322,MULTIFRUTA 1 LITRO X8 PINDAPOY,1.0,12024.79,12024.79,1,false
ERP-MAYO-984,mayo,984,346,MULTIFRUTA 200 CC X18 PINDAPOY,2.0,7719.01,15438.02,1,false
ERP-MAYO-984,mayo,984,356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,14.0,3644.63,51024.82,2,false
ERP-MAYO-984,mayo,984,393,AGUA EL SANO CORAZON ARGENTINO 500 ML X 12 S/GAS,3.0,4148.76,12446.28,1,false
ERP-MAYO-984,mayo,984,6,BARRAS DE CEREAL ORIGINAL GAONA 15X23 GR,3.0,9785.12,29355.36,1,false
ERP-MAYO-986,mayo,986,10022,YERBA MATE NATURA SUAVE 500 G,4.0,1264.46,5057.84,1,false
ERP-MAYO-986,mayo,986,10024,YERBA MATE NATURA ORGANICA 500 G,4.0,2272.73,9090.92,1,false
ERP-MAYO-986,mayo,986,10026,YERBA MATE NATURA SAB. NARANJA 500 G,4.0,1280.99,5123.96,1,false
ERP-MAYO-986,mayo,986,10047,POMELO ROSADO 1.5 LTS X6 PLACER,3.0,6181.82,18545.46,1,false
ERP-MAYO-986,mayo,986,10048,CRUNCHIPS MINI 1X70GRS GAONA,3.0,578.51,1735.53,1,false
ERP-MAYO-986,mayo,986,10049,CRUNCHIPS DDL 1X132GRS GAONA,3.0,1008.26,3024.78,1,false
ERP-MAYO-986,mayo,986,10051,CRUNCHIPS COLORES 1X132GRS GAONA,3.0,1008.26,3024.78,1,false
