pedido_ref,mes,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,line_total,cantidad_lineas_origen,is_mock
ERP-MARZO-250017,marzo,250017,289,COLA 2.25 lts. X 6 MANAOS,2.0,8239.67,16479.34,2,false
ERP-MARZO-250017,marzo,250017,294,COLA S/AZUCAR 2.25 lts. X 6  MANAOS,1.0,8223.14,8223.14,1,false
ERP-MARZO-250017,marzo,250017,318,AGUA 2 lts. X6 VILLA MANAOS,1.0,3809.92,3809.92,1,false
ERP-MARZO-250017,marzo,250017,338,POMELO ROSADO 2.25 LTS. X 6 MANAOS,1.0,8239.67,8239.67,1,false
ERP-MARZO-250017,marzo,250017,356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,1.0,3644.63,3644.63,1,false
ERP-MARZO-250017,marzo,250017,472,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,2.0,8223.14,16446.28,1,false
ERP-MARZO-260004,marzo,260004,432,PALITOS DE MAIZ (AMARILLO) 5X120G OVNI,2.0,3090.91,6181.82,1,false
ERP-MARZO-260007,marzo,260007,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,5.0,619.84,3099.20,1,false
ERP-MARZO-260007,marzo,260007,10110,BIZCOCHO SALADO 1X180GRS GAONA,5.0,619.84,3099.20,1,false
ERP-MARZO-260007,marzo,260007,295,COLA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260007,marzo,260007,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260007,marzo,260007,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260007,marzo,260007,305,MANZANA 500ml X12 PLACER,1.0,5884.30,5884.30,1,false
ERP-MARZO-260007,marzo,260007,309,NARANJA 1.5 lts. X6 PLACER,2.0,5520.66,11041.32,1,false
ERP-MARZO-260007,marzo,260007,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260007,marzo,260007,316,AGUA 600ml X12 VILLA MANAOS,5.0,4553.72,22768.60,1,false
ERP-MARZO-260007,marzo,260007,317,AGUA c/ GAS 600ml X12 VILLA MANAOS,3.0,4900.83,14702.49,1,false
ERP-MARZO-260007,marzo,260007,318,AGUA 2 lts. X6 VILLA MANAOS,9.0,3809.92,34289.28,1,false
ERP-MARZO-260007,marzo,260007,319,AGUA BIDON 6lts. VILLA MANAOS,6.0,1842.98,11057.88,1,false
ERP-MARZO-260007,marzo,260007,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,1.0,1727.27,1727.27,1,false
ERP-MARZO-260008,marzo,260008,10047,POMELO ROSADO 1.5 LTS X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260008,marzo,260008,10139,POMELO BLANCO 1.5LTS X 6 MANAOS,3.0,5785.12,17355.36,1,false
ERP-MARZO-260008,marzo,260008,10140,COLA 1.5 LTS X 6 MANAOS,3.0,5785.12,17355.36,1,false
ERP-MARZO-260008,marzo,260008,10142,NARANJA 1.5 LTS X  6 MANAOS,2.0,5785.12,11570.24,1,false
ERP-MARZO-260008,marzo,260008,281,COLA 600ml X 12 MANAOS,3.0,7099.17,21297.51,1,false
ERP-MARZO-260008,marzo,260008,283,NARANJA 600ml X 12 MANAOS,2.0,7099.18,14198.36,1,false
ERP-MARZO-260008,marzo,260008,284,POMELO BLANCO 600ml X 12  MANAOS,1.0,7099.17,7099.17,1,false
ERP-MARZO-260008,marzo,260008,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260008,marzo,260008,430,PALITOS DE MAIZ (NARANJA) 5X120G OVNI,1.0,3090.91,3090.91,1,false
ERP-MARZO-260008,marzo,260008,431,PALITOS DE MAIZ (NARANJA) 5X50G OVNI,2.0,1495.87,2991.74,1,false
ERP-MARZO-260008,marzo,260008,433,MAIZ INFLADO / TUTUCA 5X200G OVNI,1.0,5099.17,5099.17,1,false
ERP-MARZO-260008,marzo,260008,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,1.0,1727.27,1727.27,1,false
ERP-MARZO-260008,marzo,260008,441,PELOTITAS DE MAIZ 5X50G OVNI,2.0,1495.87,2991.74,1,false
ERP-MARZO-260014,marzo,260014,10009,MAYONESA NATURA 20X125GR,1.0,11404.96,11404.96,1,false
ERP-MARZO-260014,marzo,260014,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,6.0,867.77,5206.62,1,false
ERP-MARZO-260014,marzo,260014,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,6.0,867.77,5206.62,1,false
ERP-MARZO-260014,marzo,260014,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,3.0,619.84,1859.52,1,false
ERP-MARZO-260014,marzo,260014,10110,BIZCOCHO SALADO 1X180GRS GAONA,3.0,619.84,1859.52,1,false
ERP-MARZO-260014,marzo,260014,10134,VALENCIANO CHIPS 1X150 GRS,3.0,545.46,1636.38,1,false
ERP-MARZO-260014,marzo,260014,10135,VALENCIANO PEPAS 1X150GRS,3.0,545.46,1636.38,1,false
ERP-MARZO-260014,marzo,260014,10137,VALENCIANO MASITA VAINILLA 1X150GR,3.0,545.46,1636.38,1,false
ERP-MARZO-260014,marzo,260014,10143,CHOCOLATADA CRUNCHIPS 1X150GR GAONA,8.0,867.77,6942.16,1,false
ERP-MARZO-260014,marzo,260014,10159,EXHIBIDOR CHOCOLATADA CRUNCHIP,1.0,0.00,0.00,1,false
ERP-MARZO-260014,marzo,260014,281,COLA 600ml X 12 MANAOS,1.0,7099.17,7099.17,1,false
ERP-MARZO-260014,marzo,260014,283,NARANJA 600ml X 12 MANAOS,1.0,7099.17,7099.17,1,false
ERP-MARZO-260014,marzo,260014,284,POMELO BLANCO 600ml X 12  MANAOS,1.0,7099.17,7099.17,1,false
ERP-MARZO-260014,marzo,260014,295,COLA 3 lts. X 6  MANAOS,4.0,8925.62,35702.48,1,false
ERP-MARZO-260014,marzo,260014,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260014,marzo,260014,315,SODA SIFON 2 lts. X6 MANAOS,2.0,7966.94,15933.88,1,false
ERP-MARZO-260014,marzo,260014,317,AGUA c/ GAS 600ml X12 VILLA MANAOS,1.0,4900.83,4900.83,1,false
ERP-MARZO-260014,marzo,260014,356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,1.0,3644.63,3644.63,1,false
ERP-MARZO-260014,marzo,260014,393,AGUA EL SANO CORAZON ARGENTINO 500 ML X 12 S/GAS,3.0,4148.76,12446.28,1,false
ERP-MARZO-260014,marzo,260014,430,PALITOS DE MAIZ (NARANJA) 5X120G OVNI,1.0,3090.91,3090.91,1,false
ERP-MARZO-260014,marzo,260014,432,PALITOS DE MAIZ (AMARILLO) 5X120G OVNI,1.0,3090.91,3090.91,1,false
ERP-MARZO-260014,marzo,260014,436,PALITOS SALADO 5X150G OVNI,4.0,4297.52,17190.08,1,false
ERP-MARZO-260014,marzo,260014,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,1.0,1727.27,1727.27,1,false
ERP-MARZO-260014,marzo,260014,440,PAPAS FRITAS 5X90G OVNI,1.0,6057.85,6057.85,1,false
ERP-MARZO-260019,marzo,260019,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260019,marzo,260019,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260019,marzo,260019,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260019,marzo,260019,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260020,marzo,260020,295,COLA 3 lts. X 6  MANAOS,5.0,8925.62,44628.10,1,false
ERP-MARZO-260020,marzo,260020,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260020,marzo,260020,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260020,marzo,260020,300,MANZANA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260020,marzo,260020,375,LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260020,marzo,260020,430,PALITOS DE MAIZ (NARANJA) 5X120G OVNI,2.0,3090.91,6181.82,1,false
ERP-MARZO-260020,marzo,260020,431,PALITOS DE MAIZ (NARANJA) 5X50G OVNI,2.0,1495.87,2991.74,1,false
ERP-MARZO-260020,marzo,260020,432,PALITOS DE MAIZ (AMARILLO) 5X120G OVNI,1.0,3090.91,3090.91,1,false
ERP-MARZO-260020,marzo,260020,435,MANI SALADO 5X160G OVNI,1.0,4347.11,4347.11,1,false
ERP-MARZO-260020,marzo,260020,436,PALITOS SALADO 5X150G OVNI,2.0,4297.52,8595.04,1,false
ERP-MARZO-260020,marzo,260020,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,1.0,1727.27,1727.27,1,false
ERP-MARZO-260020,marzo,260020,440,PAPAS FRITAS 5X90G OVNI,2.0,6057.85,12115.70,1,false
ERP-MARZO-260020,marzo,260020,441,PELOTITAS DE MAIZ 5X50G OVNI,2.0,1495.87,2991.74,1,false
ERP-MARZO-260022,marzo,260022,10069,CUBICUB DUO FRUTILLA C/CREMA 1X100GRS GAONA,2.0,0.00,0.00,1,false
ERP-MARZO-260022,marzo,260022,10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,1.0,1429.75,1429.75,1,false
ERP-MARZO-260022,marzo,260022,10097,MAGDALENA (CLASICA) VAINILLA 1X200GRS GAONA,1.0,1429.75,1429.75,1,false
ERP-MARZO-260022,marzo,260022,10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,1.0,1429.75,1429.75,1,false
ERP-MARZO-260022,marzo,260022,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,1.0,1429.75,1429.75,1,false
ERP-MARZO-260022,marzo,260022,10105,MAGDALENA VAINILLA RELL. DDL 1X200GRS GAONA,1.0,1429.75,1429.75,1,false
ERP-MARZO-260022,marzo,260022,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260024,marzo,260024,295,COLA 3 lts. X 6  MANAOS,5.0,8925.62,44628.10,1,false
ERP-MARZO-260024,marzo,260024,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260024,marzo,260024,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260024,marzo,260024,300,MANZANA 3 lts. X 6  MANAOS,5.0,8925.62,44628.10,1,false
ERP-MARZO-260024,marzo,260024,301,POMELO BLANCO 3 lts. X 6 MANAOS,4.0,8925.62,35702.48,1,false
ERP-MARZO-260024,marzo,260024,338,POMELO ROSADO 2.25 LTS. X 6 MANAOS,1.0,8239.67,8239.67,1,false
ERP-MARZO-260025,marzo,260025,281,COLA 600ml X 12 MANAOS,1.0,7099.17,7099.17,1,false
ERP-MARZO-260025,marzo,260025,295,COLA 3 lts. X 6  MANAOS,7.0,8925.62,62479.34,1,false
ERP-MARZO-260025,marzo,260025,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260025,marzo,260025,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260025,marzo,260025,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260025,marzo,260025,301,POMELO BLANCO 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260025,marzo,260025,313,ANANA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260026,marzo,260026,295,COLA 3 lts. X 6  MANAOS,6.0,8925.62,53553.72,1,false
ERP-MARZO-260026,marzo,260026,296,LIMA LIMON 3 LTS. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260026,marzo,260026,300,MANZANA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260026,marzo,260026,301,POMELO BLANCO 3 lts. X 6 MANAOS,4.0,8925.62,35702.48,1,false
ERP-MARZO-260030,marzo,260030,309,NARANJA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260030,marzo,260030,311,MANZANA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260030,marzo,260030,312,PERA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260030,marzo,260030,319,AGUA BIDON 6lts. VILLA MANAOS,3.0,1842.98,5528.94,1,false
ERP-MARZO-260030,marzo,260030,346,MULTIFRUTA 200 CC X18 PINDAPOY,1.0,5719.01,5719.01,1,false
ERP-MARZO-260030,marzo,260030,379,DURAZNO 200 CC X18 PINDAPOY,1.0,5719.01,5719.01,1,false
ERP-MARZO-260031,marzo,260031,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260031,marzo,260031,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260031,marzo,260031,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260031,marzo,260031,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260031,marzo,260031,301,POMELO BLANCO 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260032,marzo,260032,10040,MANAOS LATA COLA X6 UNIDADES,2.0,4677.68,9355.36,1,false
ERP-MARZO-260032,marzo,260032,10042,MANAOS LATA NARANJA  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MARZO-260032,marzo,260032,10043,MANAOS LATA POMELO  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MARZO-260032,marzo,260032,436,PALITOS SALADO 5X150G OVNI,6.0,4584.02,27504.12,1,false
ERP-MARZO-260034,marzo,260034,10040,MANAOS LATA COLA X6 UNIDADES,3.0,4677.69,14033.07,1,false
ERP-MARZO-260034,marzo,260034,10042,MANAOS LATA NARANJA  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MARZO-260034,marzo,260034,10043,MANAOS LATA POMELO  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MARZO-260034,marzo,260034,10081,SINFONIA FRUTILLA 1X100GRS GAONA,28.0,603.31,16892.68,1,false
ERP-MARZO-260034,marzo,260034,295,COLA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260034,marzo,260034,296,LIMA LIMON 3 LTS. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260034,marzo,260034,297,NARANJA 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260034,marzo,260034,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260034,marzo,260034,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260037,marzo,260037,10126,RECREO SURTIDO 1X300 GRS GAONA,10.0,1123.97,11239.70,1,false
ERP-MARZO-260037,marzo,260037,295,COLA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260037,marzo,260037,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260037,marzo,260037,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260037,marzo,260037,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260037,marzo,260037,309,NARANJA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260037,marzo,260037,310,POMELO 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260037,marzo,260037,313,ANANA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260037,marzo,260037,430,PALITOS DE MAIZ (NARANJA) 5X120G OVNI,1.0,3090.91,3090.91,1,false
ERP-MARZO-260037,marzo,260037,440,PAPAS FRITAS 5X90G OVNI,3.0,6261.71,18785.13,1,false
ERP-MARZO-260040,marzo,260040,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3.0,0.00,0.00,1,false
ERP-MARZO-260040,marzo,260040,10112,CHIPS CHOCOLATE 1X230GRS GAONA,5.0,1041.32,5206.60,1,false
ERP-MARZO-260040,marzo,260040,10114,CHIPS COLORES 1X200GRS GAONA,6.0,1041.32,6247.92,1,false
ERP-MARZO-260040,marzo,260040,10134,VALENCIANO CHIPS 1X150 GRS,6.0,545.46,3272.76,1,false
ERP-MARZO-260040,marzo,260040,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260040,marzo,260040,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260040,marzo,260040,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260040,marzo,260040,316,AGUA 600ml X12 VILLA MANAOS,2.0,4553.72,9107.44,1,false
ERP-MARZO-260040,marzo,260040,318,AGUA 2 lts. X6 VILLA MANAOS,1.0,3809.92,3809.92,1,false
ERP-MARZO-260043,marzo,260043,10040,MANAOS LATA COLA X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MARZO-260043,marzo,260043,10042,MANAOS LATA NARANJA  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MARZO-260043,marzo,260043,10043,MANAOS LATA POMELO  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MARZO-260043,marzo,260043,10047,POMELO ROSADO 1.5 LTS X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260043,marzo,260043,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,3.0,867.77,2603.31,1,false
ERP-MARZO-260043,marzo,260043,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,3.0,867.77,2603.31,1,false
ERP-MARZO-260043,marzo,260043,10059,SABORES DE LA VIDA AVENA/MANZANA 1X160GRS GAONA,3.0,867.77,2603.31,1,false
ERP-MARZO-260043,marzo,260043,10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,3.0,867.77,2603.31,1,false
ERP-MARZO-260043,marzo,260043,10061,SABORES DE LA VIDA AVENA/MIEL 1X160GRS GAONA,3.0,867.77,2603.31,1,false
ERP-MARZO-260043,marzo,260043,10062,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,3.0,867.77,2603.31,1,false
ERP-MARZO-260043,marzo,260043,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,5.0,0.00,0.00,1,false
ERP-MARZO-260043,marzo,260043,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,3.0,1429.75,4289.25,1,false
ERP-MARZO-260043,marzo,260043,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,5.0,619.84,3099.20,1,false
ERP-MARZO-260043,marzo,260043,10123,PEPA BATATA 1X300GRS GAONA,5.0,1041.32,5206.60,1,false
ERP-MARZO-260043,marzo,260043,10126,RECREO SURTIDO 1X300 GRS GAONA,5.0,1123.97,5619.85,1,false
ERP-MARZO-260043,marzo,260043,10134,VALENCIANO CHIPS 1X150 GRS,5.0,545.46,2727.30,1,false
ERP-MARZO-260043,marzo,260043,10135,VALENCIANO PEPAS 1X150GRS,5.0,545.46,2727.30,1,false
ERP-MARZO-260043,marzo,260043,10136,VALENCIANO ANILLO LIMON 1X150GRS,5.0,545.46,2727.30,1,false
ERP-MARZO-260043,marzo,260043,10137,VALENCIANO MASITA VAINILLA 1X150GR,5.0,545.46,2727.30,1,false
ERP-MARZO-260043,marzo,260043,295,COLA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260043,marzo,260043,297,NARANJA 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260043,marzo,260043,300,MANZANA 3 lts. X 6  MANAOS,4.0,8925.62,35702.48,1,false
ERP-MARZO-260043,marzo,260043,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260043,marzo,260043,315,SODA SIFON 2 lts. X6 MANAOS,2.0,7966.94,15933.88,1,false
ERP-MARZO-260046,marzo,260046,295,COLA 3 lts. X 6  MANAOS,30.0,8925.62,267768.60,1,false
ERP-MARZO-260046,marzo,260046,296,LIMA LIMON 3 LTS. X 6 MANAOS,10.0,8925.62,89256.20,1,false
ERP-MARZO-260046,marzo,260046,297,NARANJA 3 lts. X 6 MANAOS,15.0,8925.62,133884.30,1,false
ERP-MARZO-260046,marzo,260046,300,MANZANA 3 lts. X 6  MANAOS,9.0,6942.15,62479.35,1,false
ERP-MARZO-260046,marzo,260046,301,POMELO BLANCO 3 lts. X 6 MANAOS,41.0,8925.62,365950.42,1,false
ERP-MARZO-260046,marzo,260046,310,POMELO 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260046,marzo,260046,312,PERA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260046,marzo,260046,313,ANANA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260046,marzo,260046,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260046,marzo,260046,316,AGUA 600ml X12 VILLA MANAOS,19.0,4553.72,86520.68,1,false
ERP-MARZO-260046,marzo,260046,318,AGUA 2 lts. X6 VILLA MANAOS,13.0,3809.92,49528.96,1,false
ERP-MARZO-260046,marzo,260046,319,AGUA BIDON 6lts. VILLA MANAOS,26.0,1842.98,47917.48,1,false
ERP-MARZO-260049,marzo,260049,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260054,marzo,260054,281,COLA 600ml X 12 MANAOS,1.0,7099.17,7099.17,1,false
ERP-MARZO-260054,marzo,260054,295,COLA 3 lts. X 6  MANAOS,4.0,8925.62,35702.48,1,false
ERP-MARZO-260054,marzo,260054,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260054,marzo,260054,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260054,marzo,260054,431,PALITOS DE MAIZ (NARANJA) 5X50G OVNI,1.0,1495.87,1495.87,1,false
ERP-MARZO-260054,marzo,260054,433,MAIZ INFLADO / TUTUCA 5X200G OVNI,1.0,5099.17,5099.17,1,false
ERP-MARZO-260054,marzo,260054,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,3.0,1727.27,5181.81,1,false
ERP-MARZO-260057,marzo,260057,10009,MAYONESA NATURA 20X125GR,1.0,11404.96,11404.96,1,false
ERP-MARZO-260057,marzo,260057,10047,POMELO ROSADO 1.5 LTS X6 PLACER,2.0,5520.66,11041.32,1,false
ERP-MARZO-260057,marzo,260057,10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,3.0,1396.69,4190.07,1,false
ERP-MARZO-260057,marzo,260057,10133,ALAMESA TOSTADAS DE ARROZ SIN SAL 1X150GRS GAONA,3.0,1396.69,4190.07,1,false
ERP-MARZO-260057,marzo,260057,10139,POMELO BLANCO 1.5LTS X 6 MANAOS,2.0,6095.04,12190.08,1,false
ERP-MARZO-260057,marzo,260057,10140,COLA 1.5 LTS X 6 MANAOS,4.0,5940.08,23760.32,1,false
ERP-MARZO-260057,marzo,260057,284,POMELO BLANCO 600ml X 12  MANAOS,1.0,7099.17,7099.17,1,false
ERP-MARZO-260057,marzo,260057,289,COLA 2.25 lts. X 6 MANAOS,1.0,8239.67,8239.67,1,false
ERP-MARZO-260057,marzo,260057,295,COLA 3 lts. X 6  MANAOS,5.0,8925.62,44628.10,1,false
ERP-MARZO-260057,marzo,260057,296,LIMA LIMON 3 LTS. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260057,marzo,260057,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260057,marzo,260057,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MARZO-260057,marzo,260057,301,POMELO BLANCO 3 lts. X 6 MANAOS,4.0,8925.62,35702.48,1,false
ERP-MARZO-260057,marzo,260057,308,MULTIFRUTA 500ml X12 PLACER,1.0,5884.30,5884.30,1,false
ERP-MARZO-260057,marzo,260057,310,POMELO 1.5 lts. X6 PLACER,1.0,5520.66,5520.66,1,false
ERP-MARZO-260057,marzo,260057,313,ANANA 1.5 lts. X6 PLACER,2.0,5520.66,11041.32,1,false
ERP-MARZO-260057,marzo,260057,314,MULTIFRUTA 1.5 lts. X6 PLACER,3.0,5520.66,16561.98,1,false
ERP-MARZO-260057,marzo,260057,315,SODA SIFON 2 lts. X6 MANAOS,2.0,7966.94,15933.88,1,false
ERP-MARZO-260057,marzo,260057,316,AGUA 600ml X12 VILLA MANAOS,1.0,4553.72,4553.72,1,false
ERP-MARZO-260057,marzo,260057,318,AGUA 2 lts. X6 VILLA MANAOS,8.0,3854.34,30834.72,1,false
ERP-MARZO-260057,marzo,260057,319,AGUA BIDON 6lts. VILLA MANAOS,4.0,1842.98,7371.92,1,false
ERP-MARZO-260057,marzo,260057,322,MULTIFRUTA 1 LITRO X8 PINDAPOY,2.0,10516.53,21033.06,1,false
ERP-MARZO-260057,marzo,260057,338,POMELO ROSADO 2.25 LTS. X 6 MANAOS,2.0,8239.67,16479.34,1,false
ERP-MARZO-260057,marzo,260057,356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,2.0,3644.63,7289.26,1,false
ERP-MARZO-260057,marzo,260057,379,DURAZNO 200 CC X18 PINDAPOY,1.0,5719.01,5719.01,1,false
ERP-MARZO-260058,marzo,260058,10009,MAYONESA NATURA 20X125GR,1.0,11206.61,11206.61,1,false
ERP-MARZO-260058,marzo,260058,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260058,marzo,260058,300,MANZANA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260058,marzo,260058,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MARZO-260058,marzo,260058,315,SODA SIFON 2 lts. X6 MANAOS,1.0,7966.94,7966.94,1,false
ERP-MARZO-260058,marzo,260058,395,GRANADINA 3 LTS X6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MARZO-260059,marzo,260059,10009,MAYONESA NATURA 20X125GR,1.0,11404.96,11404.96,1,false
ERP-MARZO-260059,marzo,260059,289,COLA 2.25 lts. X 6 MANAOS,2.0,8239.67,16479.34,1,false
ERP-MARZO-260059,marzo,260059,292,POMELO BLANCO 2.25 LTS. X 6 MANAOS,1.0,7917.36,7917.36,1,false
ERP-MARZO-260059,marzo,260059,293,MANZANA 2.25 LTS. X 6  MANAOS,1.0,6652.89,6652.89,1,false
