codigo,codigo_secundario,descripcion_larga,division,rubro,um_ventas,cant_minima_venta,um_compras,um_precio_sugerido,bu_un,bu_di,di_un,un_bu,hi_bu,pa_hi,pa_bu
3711,3711,ZOOM VAINILLA x 72 grs.,HARINAS,DIV.HARINAS,UN,0,BU,UN,36,36,1,0.027777778,1,,1
3715,3715,ZOOM CHOC/VAIN 24X118G SHARK T.,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3719,3719,ZOOM x 118 grs. CHOC. RELL. VAIN.,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3721,3721,ZOOM VAIN. RELL.VAIN. X 118 GR.***,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3723,3723,ANILLOS GLACEADOS DIVER. 170G,HARINAS,DIV.HARINAS,UN,0,BU,UN,18,18,1,0.055555556,1,,1
3736,3736,ANILLOS GLACEADOS DIVER. 60G,HARINAS,DIV.HARINAS,UN,0,BU,UN,48,8,6,0.020833333,1,,1
3737,3737,ANILLOS GLACEADOS DI,HARINAS,DIV.HARINAS,UN,0,BU,UN,15,15,1,0.066666667,1,,1
3740,3740,MARINERAS x 200 GRS.,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3744,3744,CEREAL MIX AVENA/CHO *25X 180 GRS,HARINAS,DIV.HARINAS,DI,0,BU,DI,25,25,1,0.04,21,6,126
3745,3745,CER MIX CACAO&FRUT SEC * 230 G,HARINAS,DIV.HARINAS,DI,0,BU,DI,25,25,1,0.04,16,6,96
3746,3746,SALADIX DUO 24X80G,HARINAS,DIV.HARINAS,UN,1,BU,UN,24,4,6,0.041666667,13,6,78
3747,3747,SALADIX DUO JAMON/QUESO 8X6X25G,HARINAS,DIV.HARINAS,UN,6,BU,UN,48,8,6,0.020833333,10,,80
3748,3748,SER PLACE.DE LA PATAGONIA * 23,HARINAS,CHOCOLATES BAGLEY JV,UN,0,BU,UN,120,6,20,0.00833333,14,8,112
3750,3750,ALFAJOR B&N 3.0 NEGRO 21X73.5G,HARINAS,CHOCOLATES BAGLEY JV,UN,1,BU,UN,21,21,1,0.047619,14,22,308
3751,3751,RDLA PEPAS COCO 24X200G,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3752,3752,CHOCOCHIPS CHOC/CHOC 24X135G,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3753,3753,NARANJA CHOCOCHIPS NARANJA 135G,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3763,3763,ALFAJOR B&N NEGRO 16X6X50G,HARINAS,CHOCOLATES BAGLEY JV,DI,0,BU,UN,96,16,6,0.010416667,8,,56
3764,3764,ALFAJOR B&N BLANCO 6 * 50 GRS,HARINAS,CHOCOLATES BAGLEY JV,DI,0,BU,UN,96,16,6,0.010416667,8,,56
3765,3765,PASTILLAS COMPRIM BEN10 * 20 G,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,52,52,1,0.0192308,1,,1
3766,3766,BAR. CEREAL Y FTA. CIRUELA 6X18X32G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,108,6,18,0.009259259,1,,1
3767,3767,BARRA CEREAL Y FRUTA DURAZNO 18 U.,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,108,6,18,0.009259259,1,,1
3769,3769,CHICLE COWBOY MTA MUNDIAL 2010,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,2160,18,120,0.000462963,1,,1
3771,3771,CEREALMIX LIC.DUR/NAR.6X20X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,120,6,20,0.008333333,1,,1
3772,3772,CEREALMIX LIC.DUR/NAR.32X3X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,96,32,3,0.010416667,1,,1
3773,3773,CEREALMIX LIC.DUR/NAR.32X6X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,192,32,6,0.005208333,1,,1
3774,3774,CEREALMIX LIC.FRU/NAR.6X20X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,120,6,20,0.008333333,1,,1
3775,3775,CER MIX LIC FRUT NAR 32X3X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,96,32,3,0.010416667,1,,1
3776,3776,CEREAL MIX YOGURT VAIN 6 * 28 GRS,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,192,32,6,0.005208333,11,,55
3777,3777,GALL. CRIOLLITAS ORIGINAL 56X100G,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,56,56,1,0.017857143,1,72,72
3778,3778,GALL. CRIOLLITAS ORIGINAL 3 *,HARINAS,DIV.HARINAS BAGLEY,DI,0,BU,UN,60,20,3,0.016666667,1,,1
3779,3779,GALL. CRIOLLITAS ORIGINAL 12X5X100G,HARINAS,DIV.HARINAS BAGLEY,DI,1,BU,UN,60,12,5,0.016666667,1,,1
3785,3785,CEREAL MIX CEREAL 32X6X23G,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,192,32,6,0.005208333,11,,55
3786,3786,CEREAL MIX ORIG CER 6X20X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,4,BU,UN,120,6,20,0.008333333,14,,112
3787,3787,CEREAL MIX ORIGEN CEREAL 3 * 2,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,96,32,3,0.010416667,9,,99
3788,3788,CEREAL MIX PALCER CHOC. 6 * 23,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,192,32,6,0.005208333,11,,55
3789,3789,CEREAL MIX PALCERES CHOC/ALM 6X20X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,120,6,20,0.008333333,14,,112
3790,3790,CEREAL MIX PLACERES * 3 UNID.,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,96,32,3,0.010416667,9,,99
3791,3791,CEREALMIX MANZ.LIGHT 32X6X23G,HARINAS,CHOCOLATES ARCOR J.V.,DI,1,BU,UN,192,32,6,0.005208333,11,,55
3792,3792,CEREAL MIX LIGTH MANZANA 6X20X23G,HARINAS,CHOCOLATES ARCOR J.V.,UN,1,BU,UN,120,6,20,0.008333333,14,,112
3793,3793,CEREAL MIX LIGHT MANZANA 3 * 2,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,96,32,3,0.010416667,9,,99
3794,3794,CEREAL MIX LIGHT DURAZNO 20 *,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,120,6,20,0.008333333,14,,112
3795,3795,CEREAL MIX LIGHT DURAZNO 3 * 2,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,96,32,3,0.010416667,9,,99
3797,3797,MANI/CHOC CRO.ARC NAVI 30X100G,CHOCOLATES,DIV. CHOCOLATES,DI,1,BU,DI,30,30,1,0.033333333,13,10,130
3798,3798,CEREAL MIX PLACERES CHOCO/COCO,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,120,6,20,0.008333333,14,,98
3799,3799,CHICLE COWBOY MUNDIAL FTA * 12,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,2160,18,120,0.000462963,1,,1
3800,3800,HUEVO CHOCOLATE BRATZ 12 * 22 GRS,CHOCOLATES,DIV. CHOCOLATES,DI,0,BU,UN,96,8,12,0.010416667,1,,1
3802,3802,HUEVO POWER RANGERS 8X12X22GR,CHOCOLATES,DIV. CHOCOLATES,DI,0,BU,UN,96,8,12,0.010416667,1,,1
3803,3803,CHICLE COWBOY SHREK4 MENTA * 1,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,2160,18,120,0.000462963,1,,1
3805,3805,FIGURA CHOC. RELL. BOB * 350 G,CHOCOLATES,DIV. CHOCOLATES,DI,0,BU,UN,12,12,1,0.0833333,1,,1
3811,3811,BIZC. VAINILLA VERONA X 480 GRS.,ALIMENTOS,DIV. ALIMENTOS,UN,0,BU,UN,16,16,1,0.0625,1,,1
3813,3813,BIZC. CHOCOLATE VERONA X 480 GRS,ALIMENTOS,DIV. ALIMENTOS,UN,0,BU,UN,16,16,1,0.0625,1,,1
3816,3816,BIZCOCHOS AZUCARADOS * 225 GRS,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,10,,80
3817,3817,BIZCOCHOS DE GRASA * 200 GRS,HARINAS,DIV.HARINAS,UN,1,BU,UN,24,24,1,0.041666667,10,,70
3818,3818,GALL. MINI SCONES * 200 GRS,HARINAS,DIV.HARINAS,UN,1,BU,UN,24,24,1,0.041666667,10,,80
3826,3826,CHICLE COWBOY SHREK4 T-FRUTI *,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,2160,18,120,0.000462963,1,,1
3835,3835,ALFAJOR BCO.MADAGASC 56 x 33g,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,56,56,1,0.017857143,1,1,1
3836,3836,ALFAJOR NEG.MADAGASC 56 X 33 G,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,56,56,1,0.017857143,1,1,1
3837,3837,GALL. SER SALVADO 3 * 145 GRS,HARINAS,DIV.HARINAS BAGLEY,DI,0,BU,UN,30,10,3,0.033333333,13,,91
3840,3840,COPOS AZUCARADOS * 240 GRS,HARINAS,DIV.HARINAS BAGLEY,DI,1,BU,DI,16,16,1,0.0625,5,8,40
3842,3842,CEREAL MILK CHOCO/LECHE 16 * 2,HARINAS,CHOCOLATES ARCOR J.V.,DI,0,BU,UN,96,6,16,0.010416667,14,,140
3843,3843,BARRA CEREAL MIX CAP,HARINAS,CHOCOLATES ARCOR J.V.,UN,0,BU,UN,120,6,20,0.008333333,23,6,138
3846,3846,REX DIPS ORIGINAL 20X95 G.BAGL,HARINAS,DIV.HARINAS BAGLEY,UN,0,BU,UN,20,20,1,0.05,1,,1
3847,3847,ESPANTOZOMBIES HALLO,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,16,16,1,0.0625,10,6,60
3848,3848,CHOCOLINAS 36X170 GR.BAGLEY,HARINAS,DIV.HARINAS BAGLEY,UN,0,BU,UN,36,36,1,0.027777778,1,,1
3849,3849,CHOCOLINAS 24X250 GR,HARINAS,DIV.HARINAS BAGLEY,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3852,3852,CHICLE TOP LINE R. STONE MTA * 16 UNID.,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,576,36,16,0.001736111,1,,1
3853,3853,CH.TOPLINE RO.STO.FRU.* 16  UN,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,576,36,16,0.001736111,1,,1
3855,3855,CHICLE CONF. SANDIA TOPLINE 12 * 12 UNID.,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,144,12,12,0.006944444,1,,1
3857,3857,BIZCOCHOS AZUCARADOS * 200 GRS,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.0416667,1,,1
3858,3858,SALADIX CROSS 32X74G,HARINAS,DIV.HARINAS,UN,1,BU,UN,32,32,1,0.03125,7,9,63
3859,3859,SALADIX STICKS 20X80,HARINAS,DIV.HARINAS,UN,1,BU,UN,20,20,1,0.05,6,8,48
3860,3860,SALADIX CROSS 60X30G,HARINAS,DIV.HARINAS,UN,1,BU,UN,60,60,1,0.016666667,7,9,63
3862,3862,CHICLE CONFITADO FRUTA TOPLINE,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,144,12,12,0.00694444,1,,1
3863,3863,CHICLE CONFITADO MENTA TOPLINE,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,144,12,12,0.00694444,1,,1
3864,3864,CAR. DUROS SURTIDOS BC * 420 G,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,840,6,140,0.001190476,1,,1
3865,3865,CHICLE CONFITADO MENTOL TOPLIN,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,144,12,12,0.00694444,1,,1
3867,3867,MINI REX * 30 GRS,HARINAS,DIV.HARINAS BAGLEY,UN,0,BU,UN,48,8,6,0.020833333,10,,80
3870,3870,SALADIX PIZZA 8X6X30G,HARINAS,DIV.HARINAS,UN,6,BU,UN,48,8,6,0.020833333,10,,80
3871,3871,SALADIX JAMON 8X6X30G,HARINAS,DIV.HARINAS,UN,0,BU,UN,48,8,6,0.020833333,10,,80
3872,3872,SALADIX KETCHUP TIRA 30G,HARINAS,DIV.HARINAS,UN,0,BU,UN,48,8,6,0.020833333,1,,1
3873,3873,SALADIX KETCHUP 70G,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3874,3874,SALADIX BUMERANG x 70 grs.,HARINAS,DIV.HARINAS,UN,0,BU,UN,24,4,6,0.041666667,1,,1
3875,3875,SALADIX BUMERANG TIRA 6 x 30 grs.,HARINAS,DIV.HARINAS,UN,0,BU,UN,48,8,6,0.020833333,1,,1
3876,3876,CALAB HALLOW. C/CAR ESPA * 400,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,1452,12,121,0.000688705,1,,1
3877,3877,POTE ESPANTOCAB HALLOW * 120 G,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,16,16,1,0.0625,1,,1
3878,3878,CAJITA TERROR HALLOWEEN * 175,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,10,10,1,0.1,1,,1
3879,3879,CAR. DUR. L.FIZZ HALLOW. * 48,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,576,12,48,0.00173611,1,,1
3880,3880,CUBITOS DE FRUTA MOGUL * 300 G,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,16,16,1,0.0625,1,,1
3881,3881,SALADIX MEXICAN TIRA 30G,HARINAS,DIV.HARINAS,UN,0,BU,UN,48,8,6,0.020833333,1,,1
3882,3882,HELADO SLICE BATIDO DE PIÑA 30,CHOCOLATES,HELADOS,BU,1,BU,UN,30,30,1,0.033333333,1,1,1
3883,3883,CHICLE CONFITADO STRONG TOPLIN,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,144,12,12,0.00694444,1,,1
3884,3884,HELADO AGUILA GRANIZADO 30 * 8,CHOCOLATES,HELADOS,BU,0,BU,UN,30,30,1,0.033333333,1,,1
3885,3885,CHUPETIN CUBIX C/CALCIO * 60 U,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,720,12,60,0.001388889,13,,104
3886,3886,CAR. CUBIX C/LECHE SORPRESA *,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,320,40,8,0.003125,1,,1
3887,3887,TURRON ALMEN. T ALICANTE * 100,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,1,,1
3888,3888,HEL.MR.POPS.FRU/NAR.45X51 (50c,CHOCOLATES,HELADOS,BU,0,BU,UN,45,45,1,0.022222222,1,,1
3890,3890,BOCADITOS TURRON 20 * 10.5 GRS,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,400,20,20,0.0025,1,,1
3891,3891,HELADO CONO TOFI 14U.X105G,CHOCOLATES,HELADOS,BU,1,BU,UN,14,14,1,0.071428571,1,1,1
3893,3893,BOCADITOS TURRON 10 * 10.5 GRS,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,350,35,10,0.002857143,12,,132
3894,3894,TURRON EN TROCITOS  20X13 G,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,400,20,20,0.0025,1,,1
3895,3895,TURRON EN TROCITOS 35X10X13G,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,350,35,10,0.002857143,1,,1
3897,3897,TURRON ALMEN. T. ALICANTE * 15,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,12,,132
3898,3898,CHICLE CONFITADO DEFENSE TOPLI,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,144,12,12,0.00694444,1,,1
3899,3899,TURRON MANI E/BANDEJA,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,462,3,154,0.002164502,1,,1
3903,3903,TUR. MANI YEMA/DUL.LECH 35X110G,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,35,35,1,0.028571429,1,,1
3904,3904,TURRON FRUTAS C/ YEMA * 110 GR,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,35,35,1,0.028571429,1,,1
3905,3905,CROCANTE CASTAÑAS CAJU * 89 GR,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,1,,1
3906,3906,TURRON MANI ARCOR * 300 GRS.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,15,15,1,0.066666667,1,,1
3907,3907,TABLE.MANI MANICETE,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,112,4,28,0.008928571,1,,1
3908,3908,TAB. CON MANI CISKO 4X28X70G,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,112,4,28,0.008928571,1,,1
3909,3909,TABLETA MANI D-LEITE 4X28X70,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,112,4,28,0.008928571,1,,1
3911,3911,TURRON CROCANTE MANI * 89 GRS.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,28,28,1,0.035714286,1,,1
3912,3912,GARRAP. MANI BOB ESPONJA x 60 grs.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,50,50,1,0.02,1,,1
3913,3913,TURRON MANI ARCOR * 85 GRS.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,112,4,28,0.008928571,1,,1
3915,3915,TURRON MANI NOELIA x 70 grs.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,112,4,28,0.008928571,1,,1
3916,3916,TABLETA MANI NOEL 4X,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,112,4,28,0.008928571,1,,1
3918,3918,TURRON CROCANTE C/ ALMEDRA * 8,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,35,35,1,0.028571429,1,,1
3919,3919,CROCANTE DE AVELLANA,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,1,,1
3920,3920,TURRON MANI ESTRELLA FUGAZ x 80 grs.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,1,,1
3921,3921,TURRON MANI/FRUTA PINITO x 80 grs.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,1,,1
3922,3922,TURRON D/ALM.NOEL 28,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,28,28,1,0.035714286,1,,1
3923,3923,TURRON ALM./ALICANTE CLASE A *,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,35,35,1,0.028571429,1,,1
3924,3924,TUR.MANI/YEMA NOEL 3,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,11,,176
3925,3925,TURRON ALM/ALICICANTE * 90 GRS,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,35,35,1,0.028571429,1,,1
3926,3926,TURRON MANI/MIEL/CHOC. 35X90 G,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,35,35,1,0.028571429,1,,1
3927,3927,TURRON ALMENDRA C/ YEMA * 110,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,35,35,1,0.028571429,1,,1
3928,3928,TURRON MANI C/ MIEL * 90 GRS.,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,35,35,1,0.028571429,1,,1
3930,3930,TURRON DE MANI ARCOR 4X24X100G,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,96,4,24,0.010416667,1,,1
3931,3931,TURR.NOEL MANÍ C/MIEL 4X24X90G,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,96,4,24,0.010416667,1,,1
3932,3932,TURRON CRCTE.MANI ARCOR 24X100,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3933,3933,TURRON MANI ARCOR 3X16X150 GR.,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,48,3,16,0.020833333,1,,1
3934,3934,TURRON MANI C/FTA.ARC.3x16x150,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,48,3,16,0.020833333,1,,1
3936,3936,MANI COLOR ARCOR 24x,CHOCOLATES,DIV. CHOCOLATES,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3937,3937,MANI C/CHOCOLATE ARC,CHOCOLATES,DIV. CHOCOLATES,UN,0,BU,UN,30,30,1,0.033333333,1,,1
3938,3938,ALMENDRAS ARCOR LECH,CHOCOLATES,DIV. CHOCOLATES,UN,0,BU,UN,24,4,6,0.041666667,1,,1
3939,3939,ALMENDRAS CONF.ARCOR,CHOCOLATES,DIV. CHOCOLATES,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3940,3940,H.MR POP S FRUTILLA-ANANA 40UX50CC,CHOCOLATES,HELADOS,UN,0,BU,UN,40,40,1,0.025,1,,1
3941,3941,H.MR POP S COLA-LIMON 40UX50CC,CHOCOLATES,HELADOS,UN,0,BU,UN,40,40,1,0.025,1,,1
3942,3942,H.MR POP S UVA/NAR. 40X50CC,CHOCOLATES,HELADOS,UN,0,BU,UN,40,40,1,0.025,1,,1
3943,3943,HELADOS FRUTIGELATIN FRUTILLA,CHOCOLATES,HELADOS,BU,0,BU,UN,45,45,1,0.022222222,1,,1
3944,3944,H.SPACE FRUTILLA,CHOCOLATES,HELADOS,UN,0,BU,UN,30,30,1,0.033333333,1,,1
3945,3945,H.SPACE CEREZA-NARANJA-ANANA 30X65CC,CHOCOLATES,HELADOS,UN,0,BU,UN,30,30,1,0.033333333,1,,1
3946,3946,H.SPACE FRUT/BANAN/MANZ. 30X70CC,CHOCOLATES,HELADOS,UN,0,BU,UN,30,30,1,0.033333333,1,,1
3947,3947,HELADO TOFI CROCANTE 20 * 80 C,CHOCOLATES,HELADOS,BU,1,BU,UN,20,20,1,0.05,17,11,187
3948,3948,H.SLICE FRUTILLA 24X70CC,CHOCOLATES,HELADOS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3949,3949,H.SLICE MENTA REFRES.24X70CC,CHOCOLATES,HELADOS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3950,3950,HELADO CONO AGUILA D OR 14 * 1,CHOCOLATES,HELADOS,BU,0,BU,UN,14,14,1,0.071428571,1,,1
3951,3951,H.SLICE MIX DE FRUTAS,CHOCOLATES,HELADOS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3952,3952,BOMBON HELADO ARCOR 40 * 60 CC,CHOCOLATES,HELADOS,BU,0,BU,UN,40,40,1,0.025,1,,1
3953,3953,HELADO MR POP S MAX CRAZY 24 *,CHOCOLATES,HELADOS,BU,0,BU,UN,24,24,1,0.041666667,1,,1
3954,3954,HELADO BARRITA AGUILA 24 * 49,CHOCOLATES,HELADOS,DI,1,BU,UN,96,4,24,0.010416667,1,1,1
3955,3955,BARRITA ARCOR CEREAL MILK  24X 50 CC.,CHOCOLATES,HELADOS,UN,0,BU,UN,96,4,24,0.010416667,1,,1
3956,3956,HELADO CORAZON BON-O-BON 24 *,CHOCOLATES,HELADOS,BU,1,BU,UN,24,24,1,0.041666667,1,1,1
3957,3957,HELADO MINITORTA AGUI AMER.D/L,CHOCOLATES,HELADOS,BU,1,BU,UN,24,24,1,0.041666667,1,1,1
3958,3958,H.COFLER ALMENDRAS 18UX80CC,CHOCOLATES,HELADOS,UN,0,BU,UN,18,18,1,0.055555556,1,,1
3959,3959,HELADO COFLER DULCE DE LECHE 1,CHOCOLATES,HELADOS,BU,0,BU,UN,18,18,1,0.055555556,1,,1
3960,3960,H.COFLER BLANCO 18UX80CC,CHOCOLATES,HELADOS,UN,0,BU,UN,18,18,1,0.055555556,1,,1
3961,3961,H.COFLER BLOCK 20UX80CC,CHOCOLATES,HELADOS,UN,0,BU,UN,20,20,1,0.05,1,,1
3962,3962,H. TACITA FRUTILLA-LIMON 24uX90CC,CHOCOLATES,HELADOS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3963,3963,HELADO SPACE LIMON 36 * 65 C.C,CHOCOLATES,HELADOS,BU,0,BU,UN,36,36,1,0.027777778,1,,1
3964,3964,HELADOS KOPA TOYS 12 * 70 C.C.,CHOCOLATES,HELADOS,BU,0,BU,UN,12,12,1,0.083333333,1,,1
3965,3965,HELADOS BOCADITOS AGUILA 6 * 2,CHOCOLATES,HELADOS,BU,0,BU,UN,6,6,1,0.166666667,1,,1
3966,3966,HELADO BEN 10 MZA / ANANA 36 *,CHOCOLATES,HELADOS,BU,0,BU,UN,36,36,1,0.027777778,1,,1
3967,3967,COPA ROCKLET S AMER./ CHOC. 12,CHOCOLATES,HELADOS,BU,0,BU,UN,12,12,1,0.083333333,1,,1
3968,3968,HELADO KOPA D. DE LECHE-AMER 1,CHOCOLATES,HELADOS,BU,1,BU,UN,18,18,1,0.055555556,1,1,1
3969,3969,HELADO KOPA FRUTILLA-AMERIC 18,CHOCOLATES,HELADOS,BU,1,BU,UN,18,18,1,0.055555556,1,1,1
3970,3970,HELADO KOPA CHOCO - AMERIC 18,CHOCOLATES,HELADOS,BU,1,BU,UN,18,18,1,0.055555556,1,1,1
3971,3971,CONO ROCKLET S 12 * 120 CC,CHOCOLATES,HELADOS,BU,1,BU,UN,12,12,1,0.083333333,1,1,1
3972,3972,CONO BON O BON 14U.X105G,CHOCOLATES,HELADOS,BU,1,BU,UN,14,14,1,0.071428571,1,1,1
3973,3973,HELADO CONO AGUILA MENTA 14 *,CHOCOLATES,HELADOS,BU,0,BU,UN,14,14,1,0.071428571,1,,1
3974,3974,HELADO AGUA FANTAS.SURT.24 * 7,CHOCOLATES,HELADOS,BU,0,BU,UN,24,24,1,0.041666667,1,,1
3975,3975,HELADO TACITA D. DE LECHE-AMER,CHOCOLATES,HELADOS,BU,0,BU,UN,24,24,1,0.041666667,1,,1
3976,3976,HELADO TACITA VAINILLA / CHOC,CHOCOLATES,HELADOS,BU,0,BU,UN,24,24,1,0.041666667,1,,1
3977,3977,H.BOCADITOS AGUILA MENTA,CHOCOLATES,HELADOS,UN,0,BU,UN,12,12,1,0.083333333,1,,1
3978,3978,H.BOMBOCITOS BON O BON 12X72CC,CHOCOLATES,HELADOS,UN,0,BU,UN,12,12,1,0.083333333,1,,1
3983,3983,H.SLICE MANZANA BC,CHOCOLATES,HELADOS,UN,0,BU,UN,24,24,1,0.041666667,1,,1
3984,3984,H. COPA SLICE NAR-DUR BC,CHOCOLATES,HELADOS,UN,0,BU,UN,18,18,1,0.055555556,1,,1
3985,3985,TURRON MANI C/FRUTA * 85 GRS,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,112,4,28,0.008928571,1,,1
3986,3986,TURRON MANI C/FRUTA * 300 GRS,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,15,15,1,0.066666667,1,,1
3987,3987,HELADOS MR. POPS EVOLUTION 30*,CHOCOLATES,HELADOS,BU,0,BU,UN,30,30,1,0.033333333,1,,1
3989,3989,HELADO CONO SNACK 15 * 75 CC,CHOCOLATES,HELADOS,BU,0,BU,UN,15,15,1,0.066666667,1,,1
3990,3990,HELADOS MR POP CREAM 30 * 60 CC,CHOCOLATES,HELADOS,BU,0,BU,UN,30,30,1,0.033333333,1,,1
