codigo,codigo_secundario,descripcion_larga,division,rubro,um_ventas,cant_minima_venta,um_compras,um_precio_sugerido,bu_un,bu_di,di_un,un_bu,hi_bu,pa_hi,pa_bu
100734,100734,COMBO 6805 BU,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100735,100735,COMBO 6803 X3,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100736,100736,COMBO 6803 BU,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100737,100737,COMBO 8722,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100738,100738,COMBO 6614 X3,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100739,100739,COMBO 11584 V,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100740,100740,combo 4848 1+1,HARINAS,CHOCOLATES ARCOR J.V.,UN,1,BU,UN,1,1,1,1,1,1,1
100741,100741,COMBO 4053 V,HARINAS,CHOCOLATES ARCOR J.V.,UN,1,BU,UN,1,1,1,1,1,1,1
100742,100742,COMBO 9399 V,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100743,100743,COMBO 12344 V,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100744,100744,COMBO 12346 V,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100745,100745,COMBO 10600,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
100746,100746,COMBO 10604,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
100747,100747,combo 4013,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100748,100748,COMBO 10918,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100749,100749,COMBO 12334,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100750,100750,COMBO 1958 V,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100751,100751,COMBO 2404 V,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100752,100752,COMBO 12715 V,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100753,100753,COMVO 12713 V,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100754,100754,COMBO TKN 1053,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100755,100755,COMBO TKN 1054,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100756,100756,COMBO TKNAS 1054,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100757,100757,COMBO TKNK 1055,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100758,100758,COMBO TKNK 1056,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100759,100759,COMBO TKNAS 1056,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100760,100760,COMBO 12865,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100761,100761,COMBO A 12865,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100762,100762,COMBO T 12865,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100763,100763,COMBO A 8722,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100764,100764,COMBO T 8722,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100765,100765,COMBO A 10204,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100766,100766,COMBO T 10204,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100767,100767,COMBO 11793,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100768,100768,COMBO 12198,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
100769,100769,COMBO TKNK 1057,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100770,100770,COMBO TKNAS 1057,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100771,100771,COMBO TKNK 1058,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100772,100772,COMBO TKNAS 1058,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100773,100773,COMBO TKNK 1059,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100774,100774,COMBO TKNAS 1059,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100775,100775,COMBO TKNK 1060,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100776,100776,COMBO TKNAS 1060,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100777,100777,COMBO TKN 1061,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100778,100778,COMBO ENAMORADOS TRADICIONAL,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100779,100779,COMBO ENAMORADOS AASS,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100789,100789,COMBO ENAMORADOS BARRIOS,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100790,100790,COMBO 1832 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100791,100791,ENAMORADOS 11080 TRADICIONAL,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100792,100792,COMBO ENAMORADOS 11080  AASS,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100793,100793,COMBO 10730 ENAMORADOS TRAD,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100794,100794,COMBO 10730 ASS ENAMORADOS,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100795,100795,COMBO 10730 AASS ENAMORADOS,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100796,100796,COMBO 10730 TRAD ENAMORADOS,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100797,100797,TKNK1057,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100798,100798,TKNAS1057,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100799,100799,TKNK1058,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100800,100800,TKNAS1058,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
1008009,1008009,COMBO V 12042+12043,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100801,100801,TKNK1059,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100802,100802,TKNAS1059,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100803,100803,TKNK1060,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100804,100804,TKNAS1060,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100805,100805,TKN1061,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100806,100806,COMBO 12414 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100807,100807,ESPECIAL MAIZ,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100808,100808,COMBO V 3785+1003,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100809,100809,12042 + 12043 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100810,100810,COMBO V 1832,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
1008100,1008100,COMBO YPF 3789,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008101,1008101,COMBO YPF 3792,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008102,1008102,COMBO YPF 4474,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008103,1008103,COMBO YPF 12625,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008104,1008104,COMBO YPF 12626,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008105,1008105,COMBO YPF 12628,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008106,1008106,COMBO YPF 11913,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008107,1008107,COMBO YPF,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008108,1008108,COMBO YPF 11921,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008109,1008109,COMBO YPF 11777,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100811,100811,COMBO 10369 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
1008110,1008110,COMBO YPF 4013,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008111,1008111,COMBO YPF 11607,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008112,1008112,COMBO YPF 12590,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008113,1008113,COMBO YPF 9304,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
1008114,1008114,COMBO YPF 9302,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
1008115,1008115,COMBO YPF 9327,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
1008116,1008116,COMBO YPF 9305,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
1008117,1008117,COMBO YPF 9312,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
1008118,1008118,COMBO YPF 7198,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
1008119,1008119,COMBO YPF 1732,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100812,100812,COMBO 1841 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
1008120,1008120,COMBO YPF 11746,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
1008121,1008121,COMBO YPF 11745,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
1008122,1008122,COMBO YPF 11744,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
1008123,1008123,COMBO YPF 5312,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008124,1008124,COMBO YPF 12399,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008125,1008125,COMBO YPF 2556,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008126,1008126,COMBO YPF 10375,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008127,1008127,COMBO YPF 12396,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008128,1008128,COMBO YPF 12397,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008129,1008129,COMBO YPF 3274,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100813,100813,COMBO 12091+12090 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
1008130,1008130,AXION 12145,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008131,1008131,COMBO YPF 11573,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
1008132,1008132,COMBO YPF 6020,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008133,1008133,COMBO YPF 11646,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008134,1008134,COMBO YPF 2580,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008135,1008135,COMBO YPF 2582,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008136,1008136,COMBO YPF 4013,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008137,1008137,COMBO YPF 11607,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008138,1008138,COMBO YPF 12590,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008139,1008139,COMBO YPF 3746,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100814,100814,TKNK1062,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
1008140,1008140,COMBO YPF 6973,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008141,1008141,COMBO YPF 7167,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008142,1008142,COMBO YPF 7168,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008143,1008143,COMBO YPF 7174,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
1008144,1008144,COMBO YPF 3972,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
1008145,1008145,COMBO YPF 9825,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
1008146,1008146,COMBO DESAFIO PIRATA,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100815,100815,TKNAS1062,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100816,100816,TKNK1063,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100817,100817,TKNAS1063,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100818,100818,TKNK1064,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100819,100819,TKNAS1064,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100820,100820,TKNK1065,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100821,100821,TKNAS1065,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100822,100822,ENAMORADOS 11912,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100823,100823,AXION ENAMORADOS,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100824,100824,COMBO 1831 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100825,100825,COMBO 3785 1+1 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100826,100826,COMO HELATODO+HARINA,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100827,100827,FARMALIFE 11905,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100828,100828,FARMALIFE 11913,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100829,100829,FARMALIFE 12350,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100830,100830,FARMALIFE 10088,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100831,100831,FARMALIFE 12334,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100832,100832,FARMALIFE 10425,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100833,100833,FARMALIFE 3176,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100834,100834,FARMALIFE 10918,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100835,100835,FARMALIFE 10084,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100836,100836,FARMALIFE 5111,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100837,100837,FARMALIFE 10085,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100838,100838,FARMALIFE 3612,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100839,100839,FARMALIFE,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100840,100840,FARMALIFE 6900,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100841,100841,FARMALIFE 6901,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100842,100842,FARMALIFE 6934,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100843,100843,FARMALIFE 6906,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100844,100844,FARMALIFE 11723,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100845,100845,FARMALIFE 11163,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100846,100846,FARMALIFE 11793,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100847,100847,FARMALIFE 12143,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100848,100848,FARMALIFE 10641,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100849,100849,FARMALIFE 10640,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100850,100850,FARMALIFE 10637,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100851,100851,FARMALIFE 10638,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100852,100852,FARMALIFE 10642,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100853,100853,FARMALIFE 10643,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100854,100854,FARMALIFE 10639,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100855,100855,FARMALIFE 10636,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100856,100856,FARMALIFE 11164,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100857,100857,FARMALIFE 10669,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
100858,100858,FARMALIFE 4013,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100859,100859,FARMALIFE 11607,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100860,100860,FARMALIFE 12590,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100861,100861,FARMALIFE 1009,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
100862,100862,FARMALIFE 6803,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100863,100863,FARMALIFE 6805,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100864,100864,FARMALIFE 9305,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100865,100865,FARMALIFE 9302,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100866,100866,FARMALIFE 9304,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100867,100867,FARMALIFE 9312,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100868,100868,FARMALIFE 9327,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
100869,100869,EX COMIDITA MANI JAPONES,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100870,100870,COMBO 10370 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100871,100871,6805 A X PALET,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100872,100872,7049 A X PALET,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100873,100873,7049 T X BU,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100874,100874,6805 T X BU,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100875,100875,COMBO 7048  X 3 B,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100876,100876,COMBO YPF 3176,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100877,100877,COMBO YPF 3612,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100878,100878,COMBO YPF 5111,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100879,100879,COMBO YPF 10425,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100880,100880,COMBO YPF 10918,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100881,100881,COMBO YPF 12334,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100882,100882,COMBO YPF 1693,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100883,100883,COMBO YPF 1999,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100884,100884,COMBO YPF 2001,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100885,100885,COMBO YPF 2301,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100886,100886,COMBO YPF 6178,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100887,100887,COMBO YPF 11644,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100888,100888,COMBO YPF 11645,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100889,100889,COMBO YPF 10128,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100890,100890,COMBO YPF 10129,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100891,100891,COMBO YPF 10130,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100892,100892,COMBO YPF 10131,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100893,100893,COMBO YPF 10132,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100894,100894,COMBO YPF 10107,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100895,100895,COMBO YPF 10108,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100896,100896,COMBO YPF 11880,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100897,100897,COMBO YPF 11881,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100898,100898,COMBO YPF 1002,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100899,100899,COMBO YPF 3786,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
100900,100900,COMBO 12042 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100901,100901,COMBO 12043 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100902,100902,COMBO 12397 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100903,100903,COMBO 10370 V 3X1,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100904,100904,COMBO ARCORTUR 2020,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100905,100905,COMBO 12406 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100906,100906,COMBO 11585,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100907,100907,COMBO SALSATI 1832 V (1),COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100908,100908,COMBO 299 (V),COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100909,100909,COMBO 1832 V,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100910,100910,COMBO 12553,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100911,100911,COMBO 10609 T,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
100912,100912,COMBO 10610,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
